,minerals,0,100
78,Mg(H2O)6Na(H2O)2Al3(PO4)2(OH)6(H2O),4.053625347921143,0.8356485181908331
79,Sr2Mn(AsO4)2(OH),3.6472135892151107,0.188891247990113
80,(Cd0.5Ca0.5)(Cu0.5Zn0.5)4(SO4)2(OH)6(H2O)3,4.038136777679243,0.8676723402206008
81,KCa7Sn2Li3Si12O36F2,3.551155461765384,-0.32498314781280535
82,PbBi2Te2S2,2.1573285263919035,-2.4408658407514845
83,Cu5O2(AsO4)(VO4)(Cu0.5)Cl,3.5885287391875944,-0.13136372027944335
84,K6(Ca2Na)(CO3)5Cl(H2O)6,3.53073278134729,0.05177966807234361
85,Ce2Mn(CO3)(Si2O7),3.6515693008784638,0.2032409673315131
86,La2Mn(CO3)(Si2O7),3.6361822916070166,0.16219355924837908
87,NaCa2Be3Si4O13(OH)(H2O)2,3.6491222154325067,-0.08807905318936315
88,Ba5(PO4)3Cl,3.4789280750642058,-0.03680288709946338
89,Al2(SeO3)3(H2O)6,4.185268505651324,1.1110221597048942
90,Ca4(H2O)4B16.0O16.0(OH)24.0(H2O)15,4.05318022397811,0.9532164513164144
91,Cu0.85As0.15,1.4111226297438302,-4.01403120550669
92,Na2Sr2YCe(CO3)6(H2O)3,3.819363565320159,0.5225099956932108
93,Na2Sr2YLa(CO3)6(H2O)3,3.8162072557260163,0.5140900145479524
94,Ca0.2Mg6((Si0.5Al0.5)8O20)(OH)4(H2O)4,3.7711596087179178,0.13449573330455403
95,(Fe0.5Ni0.5)2P,1.737136779105505,-3.514576312299058
96,Mn7(AsO4)2(OH)8,3.599424988372459,0.25027877286545963
97,CaCe(Al2Fe)Si2O7(SiO4)O(OH),3.5698300753230283,-0.16616128334582536
98,CaLa(Al2Fe)Si2O7(SiO4)O(OH),3.5642347992243204,-0.18108761355787417
99,CaNd(Al2Fe)Si2O7(SiO4)O(OH),3.574235812446773,-0.16236077266874427
100,CaY(Al2Fe)Si2O7(SiO4)O(OH),3.576554083202538,-0.18736661607791724
101,Fe3(PO4)2(OH)3(H2O)5,4.159205814701683,1.0179734822741784
102,C4H6N4O3,4.089739342431998,1.0789418929768233
103,Ag0.88Sb0.12,1.3763503605996195,-4.530636736782329
104,Mn5(SiO4)2(OH)2,3.334956302547306,-0.26056001537093537
105,Sc4Zr3O12,3.389146598459345,-0.5623220551254865
106,CuCu5PbO2(SeO3)2Cl5,3.7230080647795334,0.025071846167780555
107,CoAsS,2.3920350496747047,-2.1789544940724266
108,(Al2O3)(SiO2)1.65(H2O)2.75,3.954932947034121,0.6134382208443665
109,(Na0.33K0.33Ca0.33)24(Na0.5Ca0.5)4Ca4(Si0.5Al0.5)48O96(SO4)4((SO3)0.5(CO3)0.5)2)((OH)0.5Cl0.5)2((H2O)0.5(OH)0.5)4,,
110,Na19(Ca0.5Mn0.5)6(Ti0.5Nb0.5)3Si26O74Cl(H2O)2,3.3979464983656325,-0.6328268189050498
111,NaMnFe2(PO4)3,3.779398082997038,0.19795457976228062
112,Fe3Al2(SiO4)3,3.57933045235099,-0.24302605889040835
113,K(Na0.5)2(Mn0.33Fe0.33Mg0.33)2(Be0.5Al0.5)3Si12O30,3.6678441357256144,-0.08133436885256128
114,PbZn2(Mn0.5Y0.5)(Ti0.5Fe0.5)18O36((OH)0.5O0.5)2,3.564310524829864,-0.23110807675679979
115,Ca(Ce2.5Na0.5)(AlAl2Al)Si2O7Si3O12.0O(OH)2,3.5771736269736945,-0.12927063741560268
116,Ca4Mn2Al2(MnMg)(SiO4)2(Si3O10)(VO4)(OH)6,3.5864198646059613,-0.06783533215702453
117,Mg(SO4)(H2O)7,4.257009606521677,1.2449248663364907
118,NaSrKZn(Ti0.5Nb0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)7,3.872115167294316,0.4529245407434635
119,BaCa(CO3)2,3.652252802383613,0.3409041534504059
120,PbTe,1.7518860030820793,-3.2379917078173093
121,Zn2Fe4(SO4)4(C2O4)2(OH)4(H2O)17,4.2315285860444485,1.2383822887129807
122,Mg4(PO4)2((OH)0.5O0.5)(F0.5),3.7563588762163374,-0.12689803698962948
123,AlTh(UO2)7(PO4)4O2(OH)5(H2O)15,4.14787009615694,1.0616328061107996
124,Na3K6Ti2Al2Si8O26Cl3,3.2132673945810186,-0.8586230827860875
125,KAl(SO4)2(H2O)12,4.212551668088338,1.2179527121329041
126,NaAl(SO4)2(H2O)12,4.226971234509377,1.2054227120534762
127,Al2(SO4)(OH)4(H2O)7,4.20314779703391,1.1753238381873006
128,Al,0.5154959255179121,-5.766522086673036
129,K(Mg0.5Fe0.5)Al(Si4O10)(OH)2,3.688847046839554,0.038080875797584186
130,(Ce0.33REE0.33Ca0.33)9(Al0.5Fe0.5)(SiO4)3Si4O12.0(OH)4(OH)3,3.6650372082136347,0.09019861443311453
131,(Al0.5Mg0.5)Fe4(SO4)6((OH)0.5O0.5)2(H2O)20,4.288876059136514,1.2971058468580945
132,Al2Fe2(SO4)6(H2O)12(H2O)9,4.301635149325161,1.3370288381848427
133,Mg2AlO2(BO3),3.2609907587736666,-0.8991927036444428
134,Al3Al6(Si5AlO18)(BO3)3(OH)3O,3.6620300123350358,0.026843519484026915
135,(NH4)3Al(SO4)3,4.277365489990489,1.2580455909233375
136,KNa2Al2Li3Si12O30,3.52938046750819,-0.39294956894687627
137,(CaNa)AlSi2O7,3.3381803063248565,-0.7166858692642325
138,K2NaCu5AlO2(AsO4)4,3.4443001574963295,-0.33114351302989836
139,CaAl2(CO3)2(OH)4(H2O)4,4.053817015581068,0.9238153924499819
140,K3Cu3AlO2(SO4)4,3.6903982690301014,0.20096726962129843
141,AlTaO4,3.680213899219765,0.038405614834819225
142,Ca19Al(Al10Mg2)Si18O69(OH)9,3.4829446650874045,-0.3562202028909117
143,KAl3(SO4)2(OH)6,3.9382530181469497,0.6453012050716365
144,Al2(SO4)3(H2O)12(H2O)5,4.293732573003077,1.3468955188871596
145,ZnAl4(VO3)2(OH)12(H2O)2,3.9346210180684817,0.646422381608648
146,Y(UO2)3(SO4)2O(OH)3(H2O)7(H2O)7,4.2265577967636165,1.2350924529130558
147,Fe(OH)2,3.830250517340687,0.391580048285091
148,CaMn2Mn(Si2O7)O(OH),3.386634849245376,-0.28052416314132533
149,Fe2O(SO4)2(H2O)7,4.275001028291477,1.268904491177785
150,NaFe(SO4)2(H2O)6,4.20023098585769,1.1079061401954808
151,LiAl(PO4)F,3.8753931237286343,0.10816360097786704
152,K1.0(NH8.0)0.5(As0.5Sb0.5)6(Sb0.5As0.5)2S13(H2O),3.057872518317778,-0.8178565410309374
153,NaB3O3(OH)4,3.7610215371176943,0.3564645410145977
154,Mg2Al(AlSiO5)(OH)4,3.673960949621624,-0.0388494576201264
155,Tl2TeO6,3.7261583375996645,0.3568961715043258
156,K2Na2(Al4Si4O16)(H2O)5,3.584047554500566,-0.08731434540148357
157,Ca3(Be(OH))2Si3O10,3.54076269637782,-0.2783021925511327
158,CuCl2(NH3)2,4.037868317177808,0.7103213398067694
159,(NH4)Al3(SO4)2(OH)6,4.116751343677743,0.9565828568718111
160,(NH4)3B15O20(OH)8(H2O)4,4.009648050050956,0.8851902373296426
161,(NH4)Fe3(SO4)2(OH)6,4.176167025069206,1.0381410511930391
162,(NH4)2Mg2(H2O)20V10O28,4.09285492463047,0.9267804530850051
163,(NH4)(AlSi2O6),3.950094349890761,0.5585010612968395
164,(NH4)2Mg5Fe3Al(SO4)12(H2O)18,4.256257769311436,1.180119929791154
165,(NH4)5(UO2)4(SO4)4(VO5)(H2O)4,4.204379285762588,1.1567521442428341
166,(NH4)Al2(PO4)2(OH)(H2O)2,4.102259123553324,0.9150446574745688
167,(NH4)2Fe5Fe3Al(SO4)12(H2O)18,4.27014959303288,1.2351240667750059
168,(NH4)2(UO2)2(SO4)O2(H2O),4.151902597343154,1.071682240930906
169,CaAl(Al0.5Si0.5)4O8(OH)2(OH)2(H2O)0.5Cl0.5,3.8158443896225944,0.31549852011310336
170,Na(AlSi2O6)(H2O),3.6768568715852252,-0.03556140004842009
171,BaFe3(Si3Fe)O10S(OH),3.4926150122279713,-0.3083463220734388
172,Ca2Fe(PO4)2(H2O)4,3.972282587737667,0.6710206733606613
173,CaFeP2O7,3.86180317599603,0.3376856789056612
174,TiO2,3.6221195166802005,-0.18228381628133583
175,Na6(Ca0.5Na0.5)(Mg0.5Fe0.5)3Al(AsO4)6,3.4094928718680784,-0.6293941922747981
176,CeSr(CO3)2(OH)(H2O),3.915468343104635,0.7815692484727337
177,LaSr(CO3)2(OH)(H2O),3.907261938159863,0.7596772974950621
178,Al2SiO5,3.570979617720395,-0.2111088290590315
179,Na2Ca(UO2)(CO3)3(H2O)5.5,3.948767775589327,0.7012769793476636
180,AgPbSb3S6,2.532616662169064,-1.8751640510921574
181,AgPbSb3S6,2.532616662169064,-1.8751640510921574
182,Ca3Fe2(SiO4)3,3.4790042222621897,-0.40390833956846245
183,CuHgAg7Pb7Sb24S48,2.5423011023389774,-1.8563097732764122
184,BaFe2(Si2O7),3.4610063151650614,-0.35051534663480943
185,FeCrP,1.5229854048083091,-4.1686161105009925
186,Na12(K0.33Sr0.33Ce0.33)3Ca6Mn3Zr3Nb(Si25O73)(O0.33(H2O)0.33(OH)0.33)5,3.429772802930102,-0.4900602479364465
187,RuAs2,1.9951113926823538,-2.467803350456498
188,PbCuTeO5(H2O),3.9351262656289845,0.6129760558670485
189,Fe2TeO6,3.9413642625528684,0.46285209012905626
190,KCdCu5(AsO4)4As(OH)2O2(H2O)2,3.8624712827160996,0.49005115112971404
191,NaFe5(PO4)4(OH)4(H2O)4,4.043500946063062,0.7364769648815034
192,CaMgAl2(PO4)2(OH)4(H2O)7,4.063905821219731,0.857758077242304
193,Cu2AgPbBiS4,2.1343790188399017,-2.5885849665172973
194,Fe4O3(AsO4)2,3.866493901785976,0.3247557686141171
195,Pb(SO4),4.137032213602482,0.9698957037945938
196,Ca(SO4),3.974724705577929,0.6302237277155562
197,KMg(SO4)Cl,3.6152919824005094,-0.13873067676698825
198,Cu7S4,1.9792272826421604,-2.897748363238175
199,Ca(Fe0.5Mg0.5)(CO3)2,3.7824463091616836,0.3712020126900633
200,NiAl4(VO3)2(OH)12(H2O)2,3.943709952206916,0.6565815391809012
201,Ni3(AsO4)2(H2O)8,4.145342277340407,1.0711728898367945
202,KFe3(AlSi3O10)(OH)2,3.5442183387010475,-0.2213411402875164
203,As2S3,2.9519316986416593,-1.0036185677024403
204,Ca(Al2Si2O8),3.5302670127480136,-0.2884634768863022
205,VO(SO4)(H2O)5,4.279219236194152,1.3102863536059373
206,MnV2O6(H2O)4,3.9909195840934952,0.8071952996828641
207,CaCl2(H2O)6,4.192936440632716,1.1178685379540603
208,AlWO3(OH)3,4.033774147664984,0.7553886175852131
209,Cu(OH)Cl(H2O)3,4.173343171383573,1.085329862490228
210,Mg2Mg5Si8O22(OH)2,3.688146692810014,-0.1775411165597431
211,Mg3Si2O5(OH)4,3.763193707620191,0.05103233122171829
212,Sb2Se3,2.6246210290858007,-1.7296715680123511
213,Sb,1.9294900968717448,-3.1369458089729467
214,KNa3Cu2(C2O4)4,3.5798201097557065,0.08574941034784729
215,Cu3(SO4)(OH)4,3.9733992057862846,0.6916977038692359
216,Na2Ca(SO4)2(H2O)1.5,3.8079283330710862,0.2625274390197166
217,AuPb2,1.6190362421026443,-3.8483830189462367
218,Ce4FeTi6O18(OH)2,3.500938257139829,-0.23167649368900853
219,Cu9Si10O29(H2O)11,3.960419837469613,0.6139738270555268
220,NaMg(PO4)(H2O)9,4.117581303533711,0.9631526253169336
221,K3Na(SO4)2,3.197389598471875,-0.6635177366725927
222,MnAl2(SO4)4(H2O)22,4.274681139290357,1.3246563179606248
223,Co(SO4)(H2O)4,4.272243614353744,1.2842232554336148
224,(FeFe2)(Fe2Sb4)O12S,3.5497061715397695,-0.25461177661709916
225,(H3O)8(Na0.33K0.33Sr0.33)5Ca6Zr3Si26O66(OH)9Cl,3.876321249946081,0.42787049731328614
226,BaCa6(SiO4)(VO4)(VO4)2F,3.1250721909964865,-0.96713814685232
227,Ca(CO3),3.6944278270576945,0.28273053154573163
228,ZnMn12Fe2(AsO3)(AsO4)2(OH)23,3.675188977510542,0.34199062665729224
229,Ag3Sb2(Bi0.5Sb0.5)S6,2.425792045342615,-2.1643750517105604
230,Al2(SO4)(PO4)F(H2O)9,4.2877733809697,1.2812274404777726
231,(K0.5)(Ca0.5Na0.5)2USi8O20,3.7191964949966487,0.03940678223757269
232,Pb3AlF9(H2O),5.095382904694271,2.05049128807587
233,Ba2Ca18(SiO4)6(PO4)3(CO3)F3O,3.416711481955563,-0.46100610711315515
234,K2(SO4),3.1479510850283132,-0.620557736400268
235,H2K(PO4),3.766050934893782,0.39692122896243487
236,(Na5Ca)Ca6Ba(PO4)6F3,3.4786388420095364,-0.47858662286664677
237,Ag6CuBiS4,1.955524043589981,-3.1670964549737746
238,Pb17Sb15S35Cl9,2.747815300858249,-1.5105556084323253
239,Ca2(PO3(OH))(SO4)(H2O)4,4.106687101366148,0.956379784821849
240,Mn4Al4(AlMg)(AsO4)(SiO4)2(Si3O10)(OH)6,3.651774316723907,0.07416525598429187
241,Mn4Al4(AlMg)(VO4)(SiO4)2(Si3O10)(OH)6,3.6157922761025874,0.006711302275547961
242,NaNa2(Fe4Fe)Si8O22(OH)2,3.59537638344881,-0.26139380818807434
243,Mn7(VO4)2(OH)8,3.490388501641187,0.045872852535932866
244,Ag1.5Pb22As33.5S72,2.6603146693478,-1.534132768866658
245,Ag3Pb26As35S80,2.6333598182063387,-1.588532083880274
246,AgFe3(SO4)2(OH)6,4.090844735230572,0.8403892273375468
247,Ag3.5Pb33As51.5S112,2.6630845834093773,-1.5329409200130997
248,Ag16As2S11,2.1347884834157953,-2.867949385746375
249,Ag(Fe0.5Ni0.5)8S8,2.213028664373217,-2.506801815248549
250,Ag16Sb2S11,2.099434732873136,-2.945151128401233
251,AgFe2S3,2.2326078712228505,-2.600936257357355
252,Ag6(Cu4Zn2)As4S13,2.319873330009132,-2.3009674773991757
253,Ag6(Cu4Fe2)Sb4S13,2.257000408192973,-2.4999687564879336
254,Ag6(Cu4Hg2)Sb4S13,2.314439712479366,-2.380892233160468
255,Ag6(Cu4Zn2)Sb4S13,2.2491658289238132,-2.455370962708892
256,(NH4)7Bi3Cl16,4.251143097468254,1.0524484673485823
257,GeO2,3.9615186727132774,0.6040844648152465
258,Ag8GeS6,2.119123684925737,-2.88383014994175
259,Cu2Mg(AsO4)(OH)3,3.801060611194913,0.2768009198517217
260,BaCa12(SiO4)4(PO4)2F2O,3.3876087954304746,-0.5406817687264273
261,NaCe2(CO3)2F(CO3)0.5F,4.035817415889549,0.7657077809343069
262,NaLa2(CO3)2F(CO3)0.5F,4.0194046060000055,0.721923878978964
263,Na2MgB12.0O16.0(OH)8.0(H2O)4,3.843815729736542,0.5232060810026145
264,(Mg0.5Fe0.5)Ti2O5,3.4731959186063044,-0.5133923746833635
265,Mn26As6(OH)4O14As12.0O36.0(CO3),3.3725628937774097,-0.163720406690535
266,Na6K5MnMn14(Si9O22)4(OH)10(H2O)4,3.6118686564861835,-0.014868895620274596
267,Ca4Ce(AsO4)4(H2O),3.7504191925971173,0.2507745264625019
268,BaCa2(Al6Si9)O30(H2O)2,3.695275033407495,0.06152244984512626
269,CaZr(Si6O15)(H2O)2,3.9541556483369122,0.5329896538273664
270,CaMg(Ce7Y3)Ca5(SiO4)3(Si3B3O18)(AsO4)(BO3)F11,3.8472894974160314,0.2614574606373045
271,BaNa3(NaCa)Fe13Al(PO4)11(PO3(OH))(OH)2,3.6804786450934124,-0.03380031598025477
272,(KNa)Fe(CaNa2)Fe13Al(PO4)11(PO3(OH))(OH)2,3.6900493164384627,-0.014094538841079387
273,KNa3(CaNa2)Fe13Al(PO4)11(PO3(OH))(OH)2,3.62835677115373,-0.1441862053872323
274,PbFe(CaNa2)Fe13Al(PO4)11(PO3(OH))(OH)2,3.7605741373924406,0.11697866089728813
275,SrFe(CaNa2)Fe13Al(PO4)11(PO3(OH))(OH)2,3.7461961318114754,0.09480001696877373
276,NaTi(AsO4)O,3.5625626906000596,-0.3131078806718799
277,Pb2(Fe0.5Zn0.5)(AsO4)2((OH)0.5(H2O)0.5),3.8687151640641058,0.4824883755012894
278,PbZn(AsO4)(OH),3.7765952793086464,0.3644095178060265
279,As,2.442119479740306,-2.0175205404775047
280,NaCaMnMn2(AsO4)3,3.450879791511359,-0.21322784203499873
281,Ca2Fe3O2(AsO4)3(H2O)3,3.9121637399444174,0.5176248022742989
282,Pb12(As3.2Sb2.8)S21,2.4248182532061784,-1.9607952241367577
283,Mn6AsSi5O18(OH),3.5580371938248017,0.01633444825962861
284,Mn5(AsO4)2(OH)4,3.5867785226962847,0.21414793851333552
285,CaAl3(AsO4)(AsO3(OH))(OH)6,3.5548836500324823,-0.132616753006741
286,CeAl3(AsO4)2(OH)6,3.9108710730354286,0.5830872607633053
287,LaAl3(AsO4)2(OH)6,3.9061366086442146,0.5704572890454181
288,BaAl3(AsO4)(AsO3(OH))(OH)6,3.53016206464322,-0.09851732633342643
289,SrAl3(AsO4)(AsO3(OH))(OH)6,3.542841506444943,-0.11978325467980809
290,Ni18Bi3AsS16,2.2070480090728126,-2.339106057799764
291,Zn3(AsO4)2(H2O)4,4.022025097119237,0.8545496127945694
292,As,2.442119479740306,-2.0175205404775047
293,As2O3,4.053623050795257,0.7944272231492537
294,Pd8As3,1.8257964667329558,-2.5580823536205055
295,FeAsS,2.2811929101384707,-2.4320482010413302
296,Ni18Sb3AsS16,2.2595592919452665,-2.270658187352835
297,U(UO2)3(AsO4)2(OH)6(H2O)4,4.147454788937191,1.0737688223709034
298,Cu2Zn(AsO4)(OH)3(H2O)2,3.964902591659719,0.7232276785064453
299,Mg2(AsO4)F,3.9576287402442563,0.14441213699262367
300,Ag17.6Pb12.8Sb38.1As11.5S96,2.576960594704467,-1.7911041051894045
301,Pb2Cu(AsO4)(SO4)(OH),3.9363120976346133,0.6024650266469351
302,NaMg4(AsO4)3,3.581526586574803,-0.38138609181535477
303,Al(UO2)2(AsO4)2F(H2O)20,4.2621970413465835,1.2879698937419508
304,Ca(UO2)4(AsO4)2(OH)4(H2O)6,4.093353412722546,0.9711726243350342
305,AgHg2TlAs2S6,2.4968559684994944,-1.8831860819526565
306,Na18Cu12FeO8(AsO4)8Cl5,3.1354115848729074,-1.1699243619428343
307,CuFe2(AsO4)2(OH)2(H2O)4,4.105260715282205,0.928177937994499
308,Mg2(CO3)(OH)2(H2O)3,4.036327159150694,0.7779445580473203
309,PbAlF3(OH)2,4.584010251315475,1.398576158192865
310,Hg4Al(PO4)1.74(OH)1.78,3.751859689199806,0.17726231597994024
311,Ni3(PO4)2(H2O)8,4.160086202213987,1.0869653279502456
312,Cu4Pb2(SO4)(OH)4Cl6(H2O)2,4.0078481024506765,0.6430095844084844
313,Ca3TiAs6Be2Si2O20,3.6617904045179643,-0.024407911800640184
314,Mn(O0.5(OH)0.5)2(Co0.25Ni0.25Mg0.25Ca0.25)(OH)2(H2O),3.8423693297821213,0.5641726792123299
315,Pb3Bi3S9,2.4316636850519577,-1.9032364091679312
316,HCu4Pb4Si4O12(H(CO3))4(OH)4Cl,3.9376728990936964,0.6372574131656992
317,K5Na5Y12Si28O70(OH)2(CO3)8(H2O)8,3.769344830341403,0.24666453066717792
318,Zn(OH)2,3.807530237460125,0.520913650244311
319,Fe2(SiO4),3.5183131149657916,-0.3895379730878266
320,Pb7SiO8Cl2,3.365316414349554,-0.513840819262255
321,MnNdAl2Fe(Si2O7)(SiO4)O2,3.561742833428352,-0.14438238449088406
322,(Fe0.5Fe0.5)3Nb4Th(Nb0.5Fe0.5)12O42(H2O)6.0((OH)12)0.5,3.967102458222372,0.633720942683323
323,NaMg3(Si3Al)O10(OH)2,3.5252897775755314,-0.44819432824769573
324,Pb(UO2)4(BiO)3(AsO4)2(OH)7(H2O)4,4.035639958427965,0.8637183469160201
325,Cu2Ce2(UO2)(CO3)5(OH)2(H2O)1.5,4.013483230403771,0.9201998393161546
326,K2NaFe7Ti2(Si4O12)2O2(OH)4F,3.6153084923754433,-0.15523129067972283
327,Cu2Cl(OH)3,3.86481331523295,0.4369364469243765
328,Bi2O(AsO4)(OH),3.9631407588509857,0.6774290643866291
329,Y4Si3O8(OH)8,3.867314258403716,0.46070739320230136
330,Ca2Fe3Mg2Be4(PO4)6(OH)4(H2O)6,3.9302181665399956,0.4942106704140847
331,Cu5Se4,2.0553418497809375,-2.777526449748144
332,Pd2(As0.75Hg0.25),1.8355236488039803,-2.6136030370865053
333,Cu6FeBiO4(SO4)5KCl,3.93994099864685,0.5697850870351673
334,Pd3Sn,1.4918474884684045,-3.1891058497644913
335,CaMnAl4(H(SiO4))(PO4)3(OH)4,3.8363636697647037,0.393015531532382
336,Ca3Cu2Al2(AsO4)4(OH)4(H2O)2,3.8377994115544363,0.41377363311939697
337,CuAl(SO4)2Cl(H2O)14,4.280099859597058,1.3131462751260436
338,MnTl2As2S5,2.172668311984708,-2.177088615693724
339,Al2(PO4)(OH)3,3.947700674705483,0.5985455562209966
340,(Ca0.33Mg0.33Fe0.33)2Si2O6,3.588398625093861,-0.2828798981421227
341,FeCu(AsO4)O,3.8025935065610645,0.2513097533643469
342,(Zn0.5Cu0.5)5(CO3)2(OH)6,3.861709914382384,0.6004669818830738
343,Cu3Au,1.6268878329217586,-3.89646566678896
