,element,PNAS_en,pressure,atom_s,atom_p,atom_d,atom_f,ionization_energy,mass,en,row,pseudo_row,group,atomic_number,pressure_pow_2,atom_s_pow_2,atom_p_pow_2,atom_d_pow_2,atom_f_pow_2,ionization_energy_pow_2,mass_pow_2,en_pow_2,row_pow_2,pseudo_row_pow_2,group_pow_2,atomic_number_pow_2,pressure_log_p_abs,atom_s_log_p_abs,atom_p_log_p_abs,atom_d_log_p_abs,atom_f_log_p_abs,ionization_energy_log_p_abs,mass_log_p_abs,en_log_p_abs,row_log_p_abs,pseudo_row_log_p_abs,group_log_p_abs,atomic_number_log_p_abs,pressure_inv_p,atom_s_inv_p,atom_p_inv_p,atom_d_inv_p,atom_f_inv_p,ionization_energy_inv_p,mass_inv_p,en_inv_p,row_inv_p,pseudo_row_inv_p,group_inv_p,atomic_number_inv_p,pressure_sqrt_p,atom_s_sqrt_p,atom_p_sqrt_p,atom_d_sqrt_p,atom_f_sqrt_p,ionization_energy_sqrt_p,mass_sqrt_p,en_sqrt_p,row_sqrt_p,pseudo_row_sqrt_p,group_sqrt_p,atomic_number_sqrt_p,"add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))))","add(add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))","add(add(pressure_inv_p, en_sqrt_p), add(add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))"
298,Re,-4.1,200,2,0,5,0,7.8335,186.207,1.9,6,6,7,75,40000.0,4.0,0.0,25.0,0.0,15.520448159999999,34298.6918248836,1.44,25.0,25.0,36.0,5476.0,5.303304908059076,1.0986122886681098,0.0,1.791759469228055,0.0,1.5972843562615304,5.226816316495101,0.7884573603642703,1.791759469228055,1.791759469228055,1.9459101490553132,4.31748811353631,0.004975124378109453,0.3333333333333333,1.0,0.16666666666666666,1.0,0.20244554214916186,0.0053705963929141206,0.45454545454545453,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.013333333333333334,14.177446878757825,1.7320508075688772,1.0,2.449489742783178,1.0,2.2225210910135367,13.645477639130116,1.4832396974191326,2.449489742783178,2.449489742783178,2.6457513110645907,8.660254037844387,4.47300267434695,5.961217496144192,5.974550829477526,7.457790526896658,4.486336007680284,7.4627656512747675,4.459669341013617,7.431123860229992,8.95098047307201,7.444457193563324
299,Re,-4.37,500,2,0,5,0,7.8335,186.207,1.9,6,6,7,75,250000.0,4.0,0.0,25.0,0.0,15.520448159999999,34298.6918248836,1.44,25.0,25.0,36.0,5476.0,6.2166061010848646,1.0986122886681098,0.0,1.791759469228055,0.0,1.5972843562615304,5.226816316495101,0.7884573603642703,1.791759469228055,1.791759469228055,1.9459101490553132,4.31748811353631,0.001996007984031936,0.3333333333333333,1.0,0.16666666666666666,1.0,0.20244554214916186,0.0053705963929141206,0.45454545454545453,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.013333333333333334,22.38302928559939,1.7320508075688772,1.0,2.449489742783178,1.0,2.2225210910135367,13.645477639130116,1.4832396974191326,2.449489742783178,2.449489742783178,2.6457513110645907,8.660254037844387,4.467044441558794,5.952280146961959,5.965613480295293,7.448853177714424,4.480377774892128,7.450849185698457,4.453711108225462,7.422186511047759,8.936084891101622,7.435519844381092
300,Os,1.95,0,2,0,6,0,8.4382,190.23,2.2,6,6,8,76,0.0,4.0,0.0,36.0,0.0,20.65066249,35804.987990643596,2.250000000000001,25.0,25.0,49.0,5625.0,0.0,1.0986122886681098,0.0,1.9459101490553132,0.0,1.712770372977683,5.248192126561366,0.9162907318741551,1.791759469228055,1.791759469228055,2.0794415416798357,4.330733340286331,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.18036542034161213,0.005257013828995438,0.4,0.16666666666666666,0.16666666666666666,0.125,0.013157894736842105,1.0,1.7320508075688772,1.0,2.6457513110645907,1.0,2.3546337294789605,13.792101362736572,1.5811388300841898,2.449489742783178,2.449489742783178,2.8284271247461903,8.717797887081348,6.756574384989412,9.337713215073602,9.350871109810445,10.932009939894634,6.769732279726255,11.932009939894634,6.74341649025257,10.905694150420949,14.513148769978823,10.918852045157792
301,Os,-2.64,50,2,0,6,0,8.4382,190.23,2.2,6,6,8,76,2500.0,4.0,0.0,36.0,0.0,20.65066249,35804.987990643596,2.250000000000001,25.0,25.0,49.0,5625.0,3.9318256327243257,1.0986122886681098,0.0,1.9459101490553132,0.0,1.712770372977683,5.248192126561366,0.9162907318741551,1.791759469228055,1.791759469228055,2.0794415416798357,4.330733340286331,0.0196078431372549,0.3333333333333333,1.0,0.14285714285714285,1.0,0.18036542034161213,0.005257013828995438,0.4,0.16666666666666666,0.16666666666666666,0.125,0.013157894736842105,7.14142842854285,1.7320508075688772,1.0,2.6457513110645907,1.0,2.3546337294789605,13.792101362736572,1.5811388300841898,2.449489742783178,2.449489742783178,2.8284271247461903,8.717797887081348,4.795790071263921,6.396536744485365,6.4096946392222085,7.990833469306398,4.808947966000763,8.010441312443653,4.782632176527079,7.9645176798327135,9.611187985665097,7.977675574569555
302,Os,-3.54,200,2,0,6,0,8.4382,190.23,2.2,6,6,8,76,40000.0,4.0,0.0,36.0,0.0,20.65066249,35804.987990643596,2.250000000000001,25.0,25.0,49.0,5625.0,5.303304908059076,1.0986122886681098,0.0,1.9459101490553132,0.0,1.712770372977683,5.248192126561366,0.9162907318741551,1.791759469228055,1.791759469228055,2.0794415416798357,4.330733340286331,0.004975124378109453,0.3333333333333333,1.0,0.14285714285714285,1.0,0.18036542034161213,0.005257013828995438,0.4,0.16666666666666666,0.16666666666666666,0.125,0.013157894736842105,14.177446878757825,1.7320508075688772,1.0,2.6457513110645907,1.0,2.3546337294789605,13.792101362736572,1.5811388300841898,2.449489742783178,2.449489742783178,2.8284271247461903,8.717797887081348,4.766524633745631,6.352638588207929,6.365796482944773,7.946935313028962,4.779682528482472,7.951910437407072,4.753366739008788,7.920619523555278,9.53802439186937,7.933777418292119
303,Os,-3.68,500,2,0,6,0,8.4382,190.23,2.2,6,6,8,76,250000.0,4.0,0.0,36.0,0.0,20.65066249,35804.987990643596,2.250000000000001,25.0,25.0,49.0,5625.0,6.2166061010848646,1.0986122886681098,0.0,1.9459101490553132,0.0,1.712770372977683,5.248192126561366,0.9162907318741551,1.791759469228055,1.791759469228055,2.0794415416798357,4.330733340286331,0.001996007984031936,0.3333333333333333,1.0,0.14285714285714285,1.0,0.18036542034161213,0.005257013828995438,0.4,0.16666666666666666,0.16666666666666666,0.125,0.013157894736842105,22.38302928559939,1.7320508075688772,1.0,2.6457513110645907,1.0,2.3546337294789605,13.792101362736572,1.5811388300841898,2.449489742783178,2.449489742783178,2.8284271247461903,8.717797887081348,4.760566400957475,6.343701239025696,6.356859133762539,7.937997963846728,4.773724295694317,7.939993971830761,4.7474085062206335,7.911682174373045,9.523128809898983,7.924840069109887
304,Ir,2.36,0,2,0,7,0,8.967,192.217,2.2,6,6,9,77,0.0,4.0,0.0,49.0,0.0,25.736343610000002,36560.90462608361,2.250000000000001,25.0,25.0,64.0,5776.0,0.0,1.0986122886681098,0.0,2.0794415416798357,0.0,1.8038691831062323,5.258583633822716,0.9162907318741551,1.791759469228055,1.791759469228055,2.1972245773362196,4.343805421853684,1.0,0.3333333333333333,1.0,0.125,1.0,0.16466055227149232,0.005202668386183252,0.4,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.012987012987012988,1.0,1.7320508075688772,1.0,2.8284271247461903,1.0,2.46436604423937,13.863948211097732,1.5811388300841898,2.449489742783178,2.449489742783178,3.0,8.774964387392123,6.756403503239583,9.337542333323773,9.350529346310786,10.931668176394975,6.769390516226596,11.931668176394975,6.74341649025257,10.905694150420949,14.512807006479164,10.918681163407964
305,Ir,-2.04,50,2,0,7,0,8.967,192.217,2.2,6,6,9,77,2500.0,4.0,0.0,49.0,0.0,25.736343610000002,36560.90462608361,2.250000000000001,25.0,25.0,64.0,5776.0,3.9318256327243257,1.0986122886681098,0.0,2.0794415416798357,0.0,1.8038691831062323,5.258583633822716,0.9162907318741551,1.791759469228055,1.791759469228055,2.1972245773362196,4.343805421853684,0.0196078431372549,0.3333333333333333,1.0,0.125,1.0,0.16466055227149232,0.005202668386183252,0.4,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.012987012987012988,7.14142842854285,1.7320508075688772,1.0,2.8284271247461903,1.0,2.46436604423937,13.863948211097732,1.5811388300841898,2.449489742783178,2.449489742783178,3.0,8.774964387392123,4.795619189514092,6.396365862735537,6.40935287572255,7.99049170580674,4.808606202501105,8.010099548943995,4.782632176527079,7.9645176798327135,9.610846222165438,7.977504692819727
306,Ir,-2.5,200,2,0,7,0,8.967,192.217,2.2,6,6,9,77,40000.0,4.0,0.0,49.0,0.0,25.736343610000002,36560.90462608361,2.250000000000001,25.0,25.0,64.0,5776.0,5.303304908059076,1.0986122886681098,0.0,2.0794415416798357,0.0,1.8038691831062323,5.258583633822716,0.9162907318741551,1.791759469228055,1.791759469228055,2.1972245773362196,4.343805421853684,0.004975124378109453,0.3333333333333333,1.0,0.125,1.0,0.16466055227149232,0.005202668386183252,0.4,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.012987012987012988,14.177446878757825,1.7320508075688772,1.0,2.8284271247461903,1.0,2.46436604423937,13.863948211097732,1.5811388300841898,2.449489742783178,2.449489742783178,3.0,8.774964387392123,4.766353751995801,6.352467706458101,6.365454719445114,7.946593549529304,4.779340764982814,7.951568673907413,4.753366739008788,7.920619523555278,9.537682628369712,7.933606536542291
307,Ir,-2.56,500,2,0,7,0,8.967,192.217,2.2,6,6,9,77,250000.0,4.0,0.0,49.0,0.0,25.736343610000002,36560.90462608361,2.250000000000001,25.0,25.0,64.0,5776.0,6.2166061010848646,1.0986122886681098,0.0,2.0794415416798357,0.0,1.8038691831062323,5.258583633822716,0.9162907318741551,1.791759469228055,1.791759469228055,2.1972245773362196,4.343805421853684,0.001996007984031936,0.3333333333333333,1.0,0.125,1.0,0.16466055227149232,0.005202668386183252,0.4,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.012987012987012988,22.38302928559939,1.7320508075688772,1.0,2.8284271247461903,1.0,2.46436604423937,13.863948211097732,1.5811388300841898,2.449489742783178,2.449489742783178,3.0,8.774964387392123,4.760395519207647,6.343530357275867,6.356517370262882,7.937656200347071,4.77338253219466,7.939652208331104,4.7474085062206335,7.911682174373045,9.522787046399326,7.924669187360058
308,Pt,2.83,0,1,0,9,0,8.9588,195.084,2.28,6,6,10,78,0.0,1.0,0.0,81.0,0.0,25.653212009999997,37665.517065123604,2.4963999999999995,25.0,25.0,81.0,5929.0,0.0,0.6931471805599453,0.0,2.302585092994046,0.0,1.8025180542139176,5.273389533795572,0.9477893989335261,1.791759469228055,1.791759469228055,2.302585092994046,4.356708826689592,1.0,0.5,1.0,0.1,1.0,0.164883180266781,0.00512620564512119,0.38759689922480617,0.16666666666666666,0.16666666666666666,0.1,0.01282051282051282,1.0,1.4142135623730951,1.0,3.1622776601683795,1.0,2.4627017683836585,13.966963163121754,1.606237840420901,2.449489742783178,2.449489742783178,3.1622776601683795,8.831760866327848,6.831534034083216,9.437771874504117,9.45059238732463,11.05683022774553,6.844354546903729,12.05683022774553,6.818713521262703,11.031189202104505,14.663068068166432,11.044009714925018
309,Pt,-1.39,50,1,0,9,0,8.9588,195.084,2.28,6,6,10,78,2500.0,1.0,0.0,81.0,0.0,25.653212009999997,37665.517065123604,2.4963999999999995,25.0,25.0,81.0,5929.0,3.9318256327243257,0.6931471805599453,0.0,2.302585092994046,0.0,1.8025180542139176,5.273389533795572,0.9477893989335261,1.791759469228055,1.791759469228055,2.302585092994046,4.356708826689592,0.0196078431372549,0.5,1.0,0.1,1.0,0.164883180266781,0.00512620564512119,0.38759689922480617,0.16666666666666666,0.16666666666666666,0.1,0.01282051282051282,7.14142842854285,1.4142135623730951,1.0,3.1622776601683795,1.0,2.4627017683836585,13.966963163121754,1.606237840420901,2.449489742783178,2.449489742783178,3.1622776601683795,8.831760866327848,4.8707497203577255,6.496595403915881,6.509415916736394,8.115653757157295,4.883570233178238,8.13526160029455,4.857929207537213,8.09001273151627,9.761107283852706,8.102833244336782
310,Pt,-2.91,200,1,0,9,0,8.9588,195.084,2.28,6,6,10,78,40000.0,1.0,0.0,81.0,0.0,25.653212009999997,37665.517065123604,2.4963999999999995,25.0,25.0,81.0,5929.0,5.303304908059076,0.6931471805599453,0.0,2.302585092994046,0.0,1.8025180542139176,5.273389533795572,0.9477893989335261,1.791759469228055,1.791759469228055,2.302585092994046,4.356708826689592,0.004975124378109453,0.5,1.0,0.1,1.0,0.164883180266781,0.00512620564512119,0.38759689922480617,0.16666666666666666,0.16666666666666666,0.1,0.01282051282051282,14.177446878757825,1.4142135623730951,1.0,3.1622776601683795,1.0,2.4627017683836585,13.966963163121754,1.606237840420901,2.449489742783178,2.449489742783178,3.1622776601683795,8.831760866327848,4.841484282839435,6.452697247638445,6.465517760458958,8.07175560087986,4.854304795659948,8.076730725257969,4.828663770018922,8.046114575238834,9.68794369005698,8.058935088059346
311,Pt,-3.94,500,1,0,9,0,8.9588,195.084,2.28,6,6,10,78,250000.0,1.0,0.0,81.0,0.0,25.653212009999997,37665.517065123604,2.4963999999999995,25.0,25.0,81.0,5929.0,6.2166061010848646,0.6931471805599453,0.0,2.302585092994046,0.0,1.8025180542139176,5.273389533795572,0.9477893989335261,1.791759469228055,1.791759469228055,2.302585092994046,4.356708826689592,0.001996007984031936,0.5,1.0,0.1,1.0,0.164883180266781,0.00512620564512119,0.38759689922480617,0.16666666666666666,0.16666666666666666,0.1,0.01282051282051282,22.38302928559939,1.4142135623730951,1.0,3.1622776601683795,1.0,2.4627017683836585,13.966963163121754,1.606237840420901,2.449489742783178,2.449489742783178,3.1622776601683795,8.831760866327848,4.83552605005128,6.4437598984562126,6.456580411276726,8.062818251697628,4.848346562871793,8.06481425968166,4.8227055372307674,8.0371772260566,9.673048108086592,8.049997738877114
312,Au,3.01,0,1,0,10,0,9.2255,196.966569,2.54,6,6,11,79,0.0,1.0,0.0,100.0,0.0,28.425958559999998,38399.784279559644,3.3856,25.0,25.0,100.0,6084.0,0.0,0.6931471805599453,0.0,2.3978952727983707,0.0,1.8455529688294463,5.282993701607693,1.0438040521731147,1.791759469228055,1.791759469228055,2.3978952727983707,4.3694478524670215,1.0,0.5,1.0,0.09090909090909091,1.0,0.15793796196853876,0.005077208371510344,0.35211267605633806,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.012658227848101266,1.0,1.4142135623730951,1.0,3.3166247903554,1.0,2.516267076444788,14.034194989382184,1.6852299546352716,2.449489742783178,2.449489742783178,3.3166247903554,8.888194417315589,7.068348091753917,9.753578046389189,9.76623627423729,11.451466228872562,7.081006319602018,12.451466228872562,7.055689863905815,11.426149773176359,15.136696183507834,11.43880800102446
313,Au,-1.4,50,1,0,10,0,9.2255,196.966569,2.54,6,6,11,79,2500.0,1.0,0.0,100.0,0.0,28.425958559999998,38399.784279559644,3.3856,25.0,25.0,100.0,6084.0,3.9318256327243257,0.6931471805599453,0.0,2.3978952727983707,0.0,1.8455529688294463,5.282993701607693,1.0438040521731147,1.791759469228055,1.791759469228055,2.3978952727983707,4.3694478524670215,0.0196078431372549,0.5,1.0,0.09090909090909091,1.0,0.15793796196853876,0.005077208371510344,0.35211267605633806,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.012658227848101266,7.14142842854285,1.4142135623730951,1.0,3.3166247903554,1.0,2.516267076444788,14.034194989382184,1.6852299546352716,2.449489742783178,2.449489742783178,3.3166247903554,8.888194417315589,5.1075637780284255,6.812401575800952,6.8250598036490535,8.510289758284324,5.120222005876527,8.52989760142158,5.094905550180324,8.484973302588122,10.234735399194106,8.497631530436223
314,Au,-3.87,200,1,0,10,0,9.2255,196.966569,2.54,6,6,11,79,40000.0,1.0,0.0,100.0,0.0,28.425958559999998,38399.784279559644,3.3856,25.0,25.0,100.0,6084.0,5.303304908059076,0.6931471805599453,0.0,2.3978952727983707,0.0,1.8455529688294463,5.282993701607693,1.0438040521731147,1.791759469228055,1.791759469228055,2.3978952727983707,4.3694478524670215,0.004975124378109453,0.5,1.0,0.09090909090909091,1.0,0.15793796196853876,0.005077208371510344,0.35211267605633806,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.012658227848101266,14.177446878757825,1.4142135623730951,1.0,3.3166247903554,1.0,2.516267076444788,14.034194989382184,1.6852299546352716,2.449489742783178,2.449489742783178,3.3166247903554,8.888194417315589,5.078298340510135,6.768503419523516,6.781161647371618,8.466391602006889,5.090956568358236,8.471366726384998,5.065640112662034,8.441075146310686,10.16157180539838,8.453733374158787
315,Au,-5.94,500,1,0,10,0,9.2255,196.966569,2.54,6,6,11,79,250000.0,1.0,0.0,100.0,0.0,28.425958559999998,38399.784279559644,3.3856,25.0,25.0,100.0,6084.0,6.2166061010848646,0.6931471805599453,0.0,2.3978952727983707,0.0,1.8455529688294463,5.282993701607693,1.0438040521731147,1.791759469228055,1.791759469228055,2.3978952727983707,4.3694478524670215,0.001996007984031936,0.5,1.0,0.09090909090909091,1.0,0.15793796196853876,0.005077208371510344,0.35211267605633806,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.012658227848101266,22.38302928559939,1.4142135623730951,1.0,3.3166247903554,1.0,2.516267076444788,14.034194989382184,1.6852299546352716,2.449489742783178,2.449489742783178,3.3166247903554,8.888194417315589,5.072340107721979,6.7595660703412825,6.772224298189384,8.457454252824656,5.084998335570081,8.459450260808687,5.059681879873878,8.432137797128453,10.146676223427992,8.444796024976554
316,Hg,1.94,0,2,0,10,0,10.4375,200.59,2.0,6,6,12,80,0.0,4.0,0.0,100.0,0.0,42.818700959999994,39832.998673843606,1.6900000000000002,25.0,25.0,121.0,6241.0,0.0,1.0986122886681098,0.0,2.3978952727983707,0.0,2.020699521656073,5.301223439823697,0.8329091229351039,1.791759469228055,1.791759469228055,2.4849066497880004,4.382026634673881,1.0,0.3333333333333333,1.0,0.09090909090909091,1.0,0.1325627021581208,0.004985490726339135,0.4347826086956522,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0125,1.0,1.7320508075688772,1.0,3.3166247903554,1.0,2.7465614866592736,14.162699601417804,1.51657508881031,2.449489742783178,2.449489742783178,3.4641016151377544,8.94427190999916,6.5622252664309295,9.078800355241238,9.09130035524124,10.60787544405155,6.57472526643093,11.607875444051547,6.549725266430929,10.582875444051549,14.124450532861859,10.595375444051548
317,Hg,-2.44,50,2,0,10,0,10.4375,200.59,2.0,6,6,12,80,2500.0,4.0,0.0,100.0,0.0,42.818700959999994,39832.998673843606,1.6900000000000002,25.0,25.0,121.0,6241.0,3.9318256327243257,1.0986122886681098,0.0,2.3978952727983707,0.0,2.020699521656073,5.301223439823697,0.8329091229351039,1.791759469228055,1.791759469228055,2.4849066497880004,4.382026634673881,0.0196078431372549,0.3333333333333333,1.0,0.09090909090909091,1.0,0.1325627021581208,0.004985490726339135,0.4347826086956522,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0125,7.14142842854285,1.7320508075688772,1.0,3.3166247903554,1.0,2.7465614866592736,14.162699601417804,1.51657508881031,2.449489742783178,2.449489742783178,3.4641016151377544,8.94427190999916,4.60144095270544,6.137623884653005,6.150123884653005,7.6666989734633155,4.61394095270544,7.6863068166005695,4.58894095270544,7.641698973463314,9.222489748548135,7.6541989734633145
318,Hg,-4.31,200,2,0,10,0,10.4375,200.59,2.0,6,6,12,80,40000.0,4.0,0.0,100.0,0.0,42.818700959999994,39832.998673843606,1.6900000000000002,25.0,25.0,121.0,6241.0,5.303304908059076,1.0986122886681098,0.0,2.3978952727983707,0.0,2.020699521656073,5.301223439823697,0.8329091229351039,1.791759469228055,1.791759469228055,2.4849066497880004,4.382026634673881,0.004975124378109453,0.3333333333333333,1.0,0.09090909090909091,1.0,0.1325627021581208,0.004985490726339135,0.4347826086956522,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0125,14.177446878757825,1.7320508075688772,1.0,3.3166247903554,1.0,2.7465614866592736,14.162699601417804,1.51657508881031,2.449489742783178,2.449489742783178,3.4641016151377544,8.94427190999916,4.5721755151871495,6.093725728375569,6.106225728375569,7.62280081718588,4.58467551518715,7.627775941563988,4.559675515187149,7.597800817185878,9.149326154752409,7.610300817185879
319,Hg,-5.36,500,2,0,10,0,10.4375,200.59,2.0,6,6,12,80,250000.0,4.0,0.0,100.0,0.0,42.818700959999994,39832.998673843606,1.6900000000000002,25.0,25.0,121.0,6241.0,6.2166061010848646,1.0986122886681098,0.0,2.3978952727983707,0.0,2.020699521656073,5.301223439823697,0.8329091229351039,1.791759469228055,1.791759469228055,2.4849066497880004,4.382026634673881,0.001996007984031936,0.3333333333333333,1.0,0.09090909090909091,1.0,0.1325627021581208,0.004985490726339135,0.4347826086956522,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0125,22.38302928559939,1.7320508075688772,1.0,3.3166247903554,1.0,2.7465614866592736,14.162699601417804,1.51657508881031,2.449489742783178,2.449489742783178,3.4641016151377544,8.94427190999916,4.566217282398994,6.084788379193336,6.097288379193336,7.613863468003646,4.578717282398994,7.615859475987678,4.553717282398994,7.5888634680036455,9.13443057278202,7.601363468003646
320,Tl,0.07,0,2,1,0,0,6.1082,204.3833,1.62,6,6,13,81,0.0,4.0,1.0,0.0,0.0,4.903124490000001,41361.5370551296,0.8464000000000003,25.0,25.0,144.0,6400.0,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,1.1676096045896291,5.319958303117857,0.6523251860396903,1.791759469228055,1.791759469228055,2.5649493574615367,4.394449154672439,1.0,0.3333333333333333,0.5,1.0,1.0,0.3111097284012071,0.00489295774206832,0.5208333333333333,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.012345679012345678,1.0,1.7320508075688772,1.4142135623730951,1.0,1.0,1.7928468980925283,14.295991046443755,1.3856406460551018,2.449489742783178,2.449489742783178,3.605551275463989,9.0,6.169267617177651,8.554908263232754,8.567253942245099,9.9528945883002,6.181613296189997,10.952894588300198,6.156921938165306,9.928203230275509,13.3385352343553,9.940548909287855
321,Tl,-4.44,50,2,1,0,0,6.1082,204.3833,1.62,6,6,13,81,2500.0,4.0,1.0,0.0,0.0,4.903124490000001,41361.5370551296,0.8464000000000003,25.0,25.0,144.0,6400.0,3.9318256327243257,1.0986122886681098,0.6931471805599453,0.0,0.0,1.1676096045896291,5.319958303117857,0.6523251860396903,1.791759469228055,1.791759469228055,2.5649493574615367,4.394449154672439,0.0196078431372549,0.3333333333333333,0.5,1.0,1.0,0.3111097284012071,0.00489295774206832,0.5208333333333333,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.012345679012345678,7.14142842854285,1.7320508075688772,1.4142135623730951,1.0,1.0,1.7928468980925283,14.295991046443755,1.3856406460551018,2.449489742783178,2.449489742783178,3.605551275463989,9.0,4.2084833034521605,5.613731792644518,5.626077471656863,7.011718117711965,4.220828982464507,7.03132596084922,4.196137624439816,6.987026759687273,8.436574450041576,6.99937243869962
322,Tl,-6.4,200,2,1,0,0,6.1082,204.3833,1.62,6,6,13,81,40000.0,4.0,1.0,0.0,0.0,4.903124490000001,41361.5370551296,0.8464000000000003,25.0,25.0,144.0,6400.0,5.303304908059076,1.0986122886681098,0.6931471805599453,0.0,0.0,1.1676096045896291,5.319958303117857,0.6523251860396903,1.791759469228055,1.791759469228055,2.5649493574615367,4.394449154672439,0.004975124378109453,0.3333333333333333,0.5,1.0,1.0,0.3111097284012071,0.00489295774206832,0.5208333333333333,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.012345679012345678,14.177446878757825,1.7320508075688772,1.4142135623730951,1.0,1.0,1.7928468980925283,14.295991046443755,1.3856406460551018,2.449489742783178,2.449489742783178,3.605551275463989,9.0,4.17921786593387,5.569833636367082,5.5821793153794275,6.967819961434529,4.1915635449462165,6.972795085812638,4.166872186921525,6.943128603409837,8.36341085624585,6.955474282422184
323,Tl,-7.49,500,2,1,0,0,6.1082,204.3833,1.62,6,6,13,81,250000.0,4.0,1.0,0.0,0.0,4.903124490000001,41361.5370551296,0.8464000000000003,25.0,25.0,144.0,6400.0,6.2166061010848646,1.0986122886681098,0.6931471805599453,0.0,0.0,1.1676096045896291,5.319958303117857,0.6523251860396903,1.791759469228055,1.791759469228055,2.5649493574615367,4.394449154672439,0.001996007984031936,0.3333333333333333,0.5,1.0,1.0,0.3111097284012071,0.00489295774206832,0.5208333333333333,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.012345679012345678,22.38302928559939,1.7320508075688772,1.4142135623730951,1.0,1.0,1.7928468980925283,14.295991046443755,1.3856406460551018,2.449489742783178,2.449489742783178,3.605551275463989,9.0,4.173259633145715,5.56089628718485,5.573241966197195,6.958882612252297,4.185605312158061,6.960878620236328,4.1609139541333695,6.934191254227605,8.348515274275464,6.946536933239951
324,Pb,0.86,0,2,2,0,0,7.4167,207.2,2.33,6,6,14,82,0.0,4.0,4.0,0.0,0.0,12.410119839999998,42515.1656070436,2.6569000000000003,25.0,25.0,169.0,6561.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,1.509131271078953,5.33364618918776,0.9669838461896731,1.791759469228055,1.791759469228055,2.6390573296152584,4.406719247264253,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.22110197222959227,0.004826439777663295,0.3802281368821293,0.16666666666666666,0.16666666666666666,0.07142857142857142,0.012195121951219513,1.0,1.7320508075688772,1.7320508075688772,1.0,1.0,2.1266875652055712,14.394167568845376,1.6217274740226855,2.449489742783178,2.449489742783178,3.7416573867739413,9.055385138137417,6.877377544019275,9.499105018041961,9.51130013999318,11.133027614015866,6.889572665970494,12.133027614015866,6.865182422068056,11.108637370113428,14.754755088038552,11.120832492064647
