,element,PNAS_en,pressure,atom_s,atom_p,atom_d,atom_f,ionization_energy,mass,en,row,pseudo_row,group,atomic_number,pressure_pow_2,atom_s_pow_2,atom_p_pow_2,atom_d_pow_2,atom_f_pow_2,ionization_energy_pow_2,mass_pow_2,en_pow_2,row_pow_2,pseudo_row_pow_2,group_pow_2,atomic_number_pow_2,pressure_log_p_abs,atom_s_log_p_abs,atom_p_log_p_abs,atom_d_log_p_abs,atom_f_log_p_abs,ionization_energy_log_p_abs,mass_log_p_abs,en_log_p_abs,row_log_p_abs,pseudo_row_log_p_abs,group_log_p_abs,atomic_number_log_p_abs,pressure_inv_p,atom_s_inv_p,atom_p_inv_p,atom_d_inv_p,atom_f_inv_p,ionization_energy_inv_p,mass_inv_p,en_inv_p,row_inv_p,pseudo_row_inv_p,group_inv_p,atomic_number_inv_p,pressure_sqrt_p,atom_s_sqrt_p,atom_p_sqrt_p,atom_d_sqrt_p,atom_f_sqrt_p,ionization_energy_sqrt_p,mass_sqrt_p,en_sqrt_p,row_sqrt_p,pseudo_row_sqrt_p,group_sqrt_p,atomic_number_sqrt_p,"add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))))","add(add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))))))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p))","add(add(pressure_inv_p, en_sqrt_p), add(add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))","add(add(pressure_inv_p, en_sqrt_p), add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, add(add(pressure_inv_p, en_sqrt_p), add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))), en_sqrt_p))))","add(add(pressure_inv_p, en_sqrt_p), add(add(atomic_number_inv_p, add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)), add(add(pressure_inv_p, en_sqrt_p), en_sqrt_p)))"
91,V,-5.64,500,2,0,3,0,6.7462,50.9415,1.63,4,4,5,23,250000.0,4.0,0.0,9.0,0.0,8.13561529,2493.3604142736,0.8648999999999999,9.0,9.0,16.0,484.0,6.2166061010848646,1.0986122886681098,0.0,1.3862943611198906,0.0,1.348670372523201,3.9305220383161883,0.6575200029167941,1.3862943611198906,1.3862943611198906,1.6094379124341003,3.1354942159291497,0.001996007984031936,0.3333333333333333,1.0,0.25,1.0,0.25958518287776133,0.01963342047954237,0.5181347150259068,0.25,0.25,0.2,0.043478260869565216,22.38302928559939,1.7320508075688772,1.0,2.0,1.0,1.9627276937975884,7.1367751821113155,1.3892443989449805,2.0,2.0,2.23606797749979,4.795831523312719,4.21520347367257,5.606443880601583,5.649922141471148,7.0391665404161285,4.258681734542137,7.041162548400161,4.171725212803006,6.952210018676999,8.432402955329174,6.995688279546563
92,Cr,0.91,0,1,0,5,0,6.7665,51.9961,1.66,4,4,6,24,0.0,1.0,0.0,25.0,0.0,8.251830759999999,2599.7924601856002,0.9216,9.0,9.0,25.0,529.0,0.0,0.6931471805599453,0.0,1.791759469228055,0.0,1.3539261160871607,3.9510160003479062,0.6729444732424258,1.3862943611198906,1.3862943611198906,1.791759469228055,3.1780538303479458,1.0,0.5,1.0,0.16666666666666666,1.0,0.2582244486908021,0.019235148926217045,0.5102040816326531,0.25,0.25,0.16666666666666666,0.041666666666666664,1.0,1.4142135623730951,1.0,2.449489742783178,1.0,1.9678922734743383,7.210281547900887,1.4,2.0,2.0,2.449489742783178,4.898979485566356,6.241666666666666,8.641666666666666,8.683333333333334,10.083333333333332,6.283333333333333,11.083333333333332,6.199999999999999,10.0,13.483333333333333,10.041666666666666
93,Cr,-5.76,50,1,0,5,0,6.7665,51.9961,1.66,4,4,6,24,2500.0,1.0,0.0,25.0,0.0,8.251830759999999,2599.7924601856002,0.9216,9.0,9.0,25.0,529.0,3.9318256327243257,0.6931471805599453,0.0,1.791759469228055,0.0,1.3539261160871607,3.9510160003479062,0.6729444732424258,1.3862943611198906,1.3862943611198906,1.791759469228055,3.1780538303479458,0.0196078431372549,0.5,1.0,0.16666666666666666,1.0,0.2582244486908021,0.019235148926217045,0.5102040816326531,0.25,0.25,0.16666666666666666,0.041666666666666664,7.14142842854285,1.4142135623730951,1.0,2.449489742783178,1.0,1.9678922734743383,7.210281547900887,1.4,2.0,2.0,2.449489742783178,4.898979485566356,4.280882352941176,5.70049019607843,5.742156862745098,7.142156862745097,4.322549019607843,7.1617647058823515,4.239215686274509,7.0588235294117645,8.581372549019607,7.100490196078431
94,Cr,-5.94,200,1,0,5,0,6.7665,51.9961,1.66,4,4,6,24,40000.0,1.0,0.0,25.0,0.0,8.251830759999999,2599.7924601856002,0.9216,9.0,9.0,25.0,529.0,5.303304908059076,0.6931471805599453,0.0,1.791759469228055,0.0,1.3539261160871607,3.9510160003479062,0.6729444732424258,1.3862943611198906,1.3862943611198906,1.791759469228055,3.1780538303479458,0.004975124378109453,0.5,1.0,0.16666666666666666,1.0,0.2582244486908021,0.019235148926217045,0.5102040816326531,0.25,0.25,0.16666666666666666,0.041666666666666664,14.177446878757825,1.4142135623730951,1.0,2.449489742783178,1.0,1.9678922734743383,7.210281547900887,1.4,2.0,2.0,2.449489742783178,4.898979485566356,4.251616915422885,5.656592039800994,5.698258706467662,7.098258706467661,4.293283582089552,7.10323383084577,4.209950248756218,7.014925373134329,8.50820895522388,7.056592039800995
95,Cr,-5.59,500,1,0,5,0,6.7665,51.9961,1.66,4,4,6,24,250000.0,1.0,0.0,25.0,0.0,8.251830759999999,2599.7924601856002,0.9216,9.0,9.0,25.0,529.0,6.2166061010848646,0.6931471805599453,0.0,1.791759469228055,0.0,1.3539261160871607,3.9510160003479062,0.6729444732424258,1.3862943611198906,1.3862943611198906,1.791759469228055,3.1780538303479458,0.001996007984031936,0.5,1.0,0.16666666666666666,1.0,0.2582244486908021,0.019235148926217045,0.5102040816326531,0.25,0.25,0.16666666666666666,0.041666666666666664,22.38302928559939,1.4142135623730951,1.0,2.449489742783178,1.0,1.9678922734743383,7.210281547900887,1.4,2.0,2.0,2.449489742783178,4.898979485566356,4.245658682634731,5.647654690618762,5.689321357285429,7.08932135728543,4.287325349301397,7.091317365269461,4.203992015968064,7.005988023952096,8.493313373253494,7.047654690618762
96,Mn,-0.21,0,2,0,5,0,7.434,54.938045,1.55,4,4,7,25,0.0,4.0,0.0,25.0,0.0,12.532308010000001,2908.4562253110257,0.7225000000000001,9.0,9.0,36.0,576.0,0.0,1.0986122886681098,0.0,1.791759469228055,0.0,1.5129490382423965,4.00606155887646,0.6151856390902335,1.3862943611198906,1.3862943611198906,1.9459101490553132,3.2188758248682006,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.2202594656505363,0.018204953367556825,0.5405405405405405,0.25,0.25,0.14285714285714285,0.04,1.0,1.7320508075688772,1.0,2.449489742783178,1.0,2.1307510412997575,7.411484669079469,1.3601470508735443,2.0,2.0,2.6457513110645907,5.0,6.120441152620632,8.480588203494175,8.520588203494176,9.880735254367721,6.160441152620632,10.880735254367718,6.080441152620632,9.80073525436772,13.240882305241264,9.84073525436772
97,Mn,-4.77,50,2,0,5,0,7.434,54.938045,1.55,4,4,7,25,2500.0,4.0,0.0,25.0,0.0,12.532308010000001,2908.4562253110257,0.7225000000000001,9.0,9.0,36.0,576.0,3.9318256327243257,1.0986122886681098,0.0,1.791759469228055,0.0,1.5129490382423965,4.00606155887646,0.6151856390902335,1.3862943611198906,1.3862943611198906,1.9459101490553132,3.2188758248682006,0.0196078431372549,0.3333333333333333,1.0,0.16666666666666666,1.0,0.2202594656505363,0.018204953367556825,0.5405405405405405,0.25,0.25,0.14285714285714285,0.04,7.14142842854285,1.7320508075688772,1.0,2.449489742783178,1.0,2.1307510412997575,7.411484669079469,1.3601470508735443,2.0,2.0,2.6457513110645907,5.0,4.159656838895143,5.539411732905942,5.579411732905942,6.939558783779486,4.199656838895143,6.9591666269167405,4.119656838895143,6.859558783779486,8.33892152092754,6.899558783779486
98,Mn,-5.48,200,2,0,5,0,7.434,54.938045,1.55,4,4,7,25,40000.0,4.0,0.0,25.0,0.0,12.532308010000001,2908.4562253110257,0.7225000000000001,9.0,9.0,36.0,576.0,5.303304908059076,1.0986122886681098,0.0,1.791759469228055,0.0,1.5129490382423965,4.00606155887646,0.6151856390902335,1.3862943611198906,1.3862943611198906,1.9459101490553132,3.2188758248682006,0.004975124378109453,0.3333333333333333,1.0,0.16666666666666666,1.0,0.2202594656505363,0.018204953367556825,0.5405405405405405,0.25,0.25,0.14285714285714285,0.04,14.177446878757825,1.7320508075688772,1.0,2.449489742783178,1.0,2.1307510412997575,7.411484669079469,1.3601470508735443,2.0,2.0,2.6457513110645907,5.0,4.130391401376852,5.495513576628506,5.535513576628506,6.89566062750205,4.170391401376852,6.900635751880159,4.090391401376852,6.81566062750205,8.265757927131814,6.85566062750205
99,Mn,-5.18,500,2,0,5,0,7.434,54.938045,1.55,4,4,7,25,250000.0,4.0,0.0,25.0,0.0,12.532308010000001,2908.4562253110257,0.7225000000000001,9.0,9.0,36.0,576.0,6.2166061010848646,1.0986122886681098,0.0,1.791759469228055,0.0,1.5129490382423965,4.00606155887646,0.6151856390902335,1.3862943611198906,1.3862943611198906,1.9459101490553132,3.2188758248682006,0.001996007984031936,0.3333333333333333,1.0,0.16666666666666666,1.0,0.2202594656505363,0.018204953367556825,0.5405405405405405,0.25,0.25,0.14285714285714285,0.04,22.38302928559939,1.7320508075688772,1.0,2.449489742783178,1.0,2.1307510412997575,7.411484669079469,1.3601470508735443,2.0,2.0,2.6457513110645907,5.0,4.124433168588697,5.486576227446273,5.526576227446273,6.886723278319817,4.164433168588697,6.888719286303849,4.0844331685886965,6.806723278319817,8.250862345161426,6.846723278319817
100,Fe,1.35,0,2,0,6,0,7.9024,55.845,1.83,4,4,8,26,0.0,4.0,0.0,36.0,0.0,16.068072249999997,3007.1031494436,1.2769000000000004,9.0,9.0,49.0,625.0,0.0,1.0986122886681098,0.0,1.9459101490553132,0.0,1.6111364690696819,4.022437806638235,0.7561219797213337,1.3862943611198906,1.3862943611198906,2.0794415416798357,3.258096538021482,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.1996605770190676,0.01790925238542287,0.4694835680751174,0.25,0.25,0.125,0.038461538461538464,1.0,1.7320508075688772,1.0,2.6457513110645907,1.0,2.2379678281869917,7.472419956078486,1.4594519519326423,2.0,2.0,2.8284271247461903,5.0990195135927845,6.416817394259466,8.876269346192109,8.914730884653647,10.37418283658629,6.455278932721004,11.37418283658629,6.378355855797928,10.297259759663213,13.833634788518932,10.335721298124751
101,Fe,-4.85,50,2,0,6,0,7.9024,55.845,1.83,4,4,8,26,2500.0,4.0,0.0,36.0,0.0,16.068072249999997,3007.1031494436,1.2769000000000004,9.0,9.0,49.0,625.0,3.9318256327243257,1.0986122886681098,0.0,1.9459101490553132,0.0,1.6111364690696819,4.022437806638235,0.7561219797213337,1.3862943611198906,1.3862943611198906,2.0794415416798357,3.258096538021482,0.0196078431372549,0.3333333333333333,1.0,0.14285714285714285,1.0,0.1996605770190676,0.01790925238542287,0.4694835680751174,0.25,0.25,0.125,0.038461538461538464,7.14142842854285,1.7320508075688772,1.0,2.6457513110645907,1.0,2.2379678281869917,7.472419956078486,1.4594519519326423,2.0,2.0,2.8284271247461903,5.0990195135927845,4.456033080533975,5.935092875603872,5.97355441406541,7.433006365998052,4.494494618995513,7.452614209135308,4.417571542072436,7.356083289074976,8.931674004205204,7.394544827536515
102,Fe,-5.09,200,2,0,6,0,7.9024,55.845,1.83,4,4,8,26,40000.0,4.0,0.0,36.0,0.0,16.068072249999997,3007.1031494436,1.2769000000000004,9.0,9.0,49.0,625.0,5.303304908059076,1.0986122886681098,0.0,1.9459101490553132,0.0,1.6111364690696819,4.022437806638235,0.7561219797213337,1.3862943611198906,1.3862943611198906,2.0794415416798357,3.258096538021482,0.004975124378109453,0.3333333333333333,1.0,0.14285714285714285,1.0,0.1996605770190676,0.01790925238542287,0.4694835680751174,0.25,0.25,0.125,0.038461538461538464,14.177446878757825,1.7320508075688772,1.0,2.6457513110645907,1.0,2.2379678281869917,7.472419956078486,1.4594519519326423,2.0,2.0,2.8284271247461903,5.0990195135927845,4.426767643015684,5.891194719326436,5.929656257787975,7.389108209720616,4.4652291814772225,7.394083334098727,4.388306104554146,7.3121851327975405,8.858510410409478,7.350646671259079
103,Fe,-4.84,500,2,0,6,0,7.9024,55.845,1.83,4,4,8,26,250000.0,4.0,0.0,36.0,0.0,16.068072249999997,3007.1031494436,1.2769000000000004,9.0,9.0,49.0,625.0,6.2166061010848646,1.0986122886681098,0.0,1.9459101490553132,0.0,1.6111364690696819,4.022437806638235,0.7561219797213337,1.3862943611198906,1.3862943611198906,2.0794415416798357,3.258096538021482,0.001996007984031936,0.3333333333333333,1.0,0.14285714285714285,1.0,0.1996605770190676,0.01790925238542287,0.4694835680751174,0.25,0.25,0.125,0.038461538461538464,22.38302928559939,1.7320508075688772,1.0,2.6457513110645907,1.0,2.2379678281869917,7.472419956078486,1.4594519519326423,2.0,2.0,2.8284271247461903,5.0990195135927845,4.420809410227529,5.8822573701442025,5.920718908605741,7.380170860538383,4.459270948689067,7.382166868522415,4.38234787176599,7.303247783615307,8.84361482843909,7.341709322076845
104,Co,1.5,0,2,0,7,0,7.881,58.933195,1.88,4,4,9,27,0.0,4.0,0.0,49.0,0.0,15.896966410000003,3355.335166815025,1.3923999999999999,9.0,9.0,64.0,676.0,0.0,1.0986122886681098,0.0,2.0794415416798357,0.0,1.6068545784984964,4.076269776347833,0.7793248768009975,1.3862943611198906,1.3862943611198906,2.1972245773362196,3.295836866004329,1.0,0.3333333333333333,1.0,0.125,1.0,0.20051733472358685,0.016970652057424273,0.4587155963302753,0.25,0.25,0.1111111111111111,0.037037037037037035,1.0,1.7320508075688772,1.0,2.8284271247461903,1.0,2.233181586884506,7.676278720838633,1.4764823060233399,2.0,2.0,3.0,5.196152422706632,6.466483955107057,8.942966261130397,8.980003298167434,10.456485604190775,6.503520992144094,11.456485604190775,6.42944691807002,10.382411530116698,13.932967910214114,10.419448567153736
105,Co,-3.96,50,2,0,7,0,7.881,58.933195,1.88,4,4,9,27,2500.0,4.0,0.0,49.0,0.0,15.896966410000003,3355.335166815025,1.3923999999999999,9.0,9.0,64.0,676.0,3.9318256327243257,1.0986122886681098,0.0,2.0794415416798357,0.0,1.6068545784984964,4.076269776347833,0.7793248768009975,1.3862943611198906,1.3862943611198906,2.1972245773362196,3.295836866004329,0.0196078431372549,0.3333333333333333,1.0,0.125,1.0,0.20051733472358685,0.016970652057424273,0.4587155963302753,0.25,0.25,0.1111111111111111,0.037037037037037035,7.14142842854285,1.7320508075688772,1.0,2.8284271247461903,1.0,2.233181586884506,7.676278720838633,1.4764823060233399,2.0,2.0,3.0,5.196152422706632,4.505699641381566,6.001789790542161,6.038826827579198,7.515309133602538,4.542736678418604,7.534916976739793,4.468662604344529,7.441235059528464,9.031007125900388,7.478272096565501
106,Co,-4.2,200,2,0,7,0,7.881,58.933195,1.88,4,4,9,27,40000.0,4.0,0.0,49.0,0.0,15.896966410000003,3355.335166815025,1.3923999999999999,9.0,9.0,64.0,676.0,5.303304908059076,1.0986122886681098,0.0,2.0794415416798357,0.0,1.6068545784984964,4.076269776347833,0.7793248768009975,1.3862943611198906,1.3862943611198906,2.1972245773362196,3.295836866004329,0.004975124378109453,0.3333333333333333,1.0,0.125,1.0,0.20051733472358685,0.016970652057424273,0.4587155963302753,0.25,0.25,0.1111111111111111,0.037037037037037035,14.177446878757825,1.7320508075688772,1.0,2.8284271247461903,1.0,2.233181586884506,7.676278720838633,1.4764823060233399,2.0,2.0,3.0,5.196152422706632,4.476434203863276,5.957891634264725,5.994928671301762,7.471410977325102,4.513471240900313,7.476386101703212,4.439397166826239,7.397336903251028,8.957843532104661,7.434373940288065
107,Co,-3.75,500,2,0,7,0,7.881,58.933195,1.88,4,4,9,27,250000.0,4.0,0.0,49.0,0.0,15.896966410000003,3355.335166815025,1.3923999999999999,9.0,9.0,64.0,676.0,6.2166061010848646,1.0986122886681098,0.0,2.0794415416798357,0.0,1.6068545784984964,4.076269776347833,0.7793248768009975,1.3862943611198906,1.3862943611198906,2.1972245773362196,3.295836866004329,0.001996007984031936,0.3333333333333333,1.0,0.125,1.0,0.20051733472358685,0.016970652057424273,0.4587155963302753,0.25,0.25,0.1111111111111111,0.037037037037037035,22.38302928559939,1.7320508075688772,1.0,2.8284271247461903,1.0,2.233181586884506,7.676278720838633,1.4764823060233399,2.0,2.0,3.0,5.196152422706632,4.470475971075121,5.948954285082493,5.9859913221195304,7.46247362814287,4.507513008112158,7.4644696361269025,4.433438934038084,7.388399554068796,8.942947950134274,7.425436591105833
108,Ni,1.7,0,2,0,8,0,7.6399,58.6934,1.91,4,4,10,28,0.0,4.0,0.0,64.0,0.0,14.032516,3327.6122954116,1.4641,9.0,9.0,81.0,729.0,0.0,1.0986122886681098,0.0,2.1972245773362196,0.0,1.557302158013572,4.072191995980939,0.7929925155296614,1.3862943611198906,1.3862943611198906,2.302585092994046,3.332204510175204,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.21070375052675935,0.01703999593766497,0.45248868778280543,0.25,0.25,0.1,0.03571428571428571,1.0,1.7320508075688772,1.0,3.0,1.0,2.178531615561271,7.660643576097246,1.4866068747318506,2.0,2.0,3.1622776601683795,5.291502622129181,6.495534909909837,8.982141784641687,9.017856070355974,10.504462945087823,6.531249195624123,11.504462945087823,6.459820624195552,10.433034373659254,13.991069819819675,10.468748659373539
109,Ni,-3.18,50,2,0,8,0,7.6399,58.6934,1.91,4,4,10,28,2500.0,4.0,0.0,64.0,0.0,14.032516,3327.6122954116,1.4641,9.0,9.0,81.0,729.0,3.9318256327243257,1.0986122886681098,0.0,2.1972245773362196,0.0,1.557302158013572,4.072191995980939,0.7929925155296614,1.3862943611198906,1.3862943611198906,2.302585092994046,3.332204510175204,0.0196078431372549,0.3333333333333333,1.0,0.1111111111111111,1.0,0.21070375052675935,0.01703999593766497,0.45248868778280543,0.25,0.25,0.1,0.03571428571428571,7.14142842854285,1.7320508075688772,1.0,3.0,1.0,2.178531615561271,7.660643576097246,1.4866068747318506,2.0,2.0,3.1622776601683795,5.291502622129181,4.534750596184347,6.0409653140534525,6.076679599767738,7.563286474499589,4.570464881898633,7.5828943176368435,4.4990363104700615,7.4918579030710175,9.089109035505949,7.527572188785303
110,Ni,-4.54,200,2,0,8,0,7.6399,58.6934,1.91,4,4,10,28,40000.0,4.0,0.0,64.0,0.0,14.032516,3327.6122954116,1.4641,9.0,9.0,81.0,729.0,5.303304908059076,1.0986122886681098,0.0,2.1972245773362196,0.0,1.557302158013572,4.072191995980939,0.7929925155296614,1.3862943611198906,1.3862943611198906,2.302585092994046,3.332204510175204,0.004975124378109453,0.3333333333333333,1.0,0.1111111111111111,1.0,0.21070375052675935,0.01703999593766497,0.45248868778280543,0.25,0.25,0.1,0.03571428571428571,14.177446878757825,1.7320508075688772,1.0,3.0,1.0,2.178531615561271,7.660643576097246,1.4866068747318506,2.0,2.0,3.1622776601683795,5.291502622129181,4.5054851586660565,5.997067157776017,6.032781443490302,7.519388318222153,4.541199444380342,7.524363442600262,4.469770872951771,7.447959746793582,9.015945441710222,7.483674032507867
111,Ni,-4.36,500,2,0,8,0,7.6399,58.6934,1.91,4,4,10,28,250000.0,4.0,0.0,64.0,0.0,14.032516,3327.6122954116,1.4641,9.0,9.0,81.0,729.0,6.2166061010848646,1.0986122886681098,0.0,2.1972245773362196,0.0,1.557302158013572,4.072191995980939,0.7929925155296614,1.3862943611198906,1.3862943611198906,2.302585092994046,3.332204510175204,0.001996007984031936,0.3333333333333333,1.0,0.1111111111111111,1.0,0.21070375052675935,0.01703999593766497,0.45248868778280543,0.25,0.25,0.1,0.03571428571428571,22.38302928559939,1.7320508075688772,1.0,3.0,1.0,2.178531615561271,7.660643576097246,1.4866068747318506,2.0,2.0,3.1622776601683795,5.291502622129181,4.499526925877902,5.988129808593785,6.02384409430807,7.510450969039921,4.535241211592187,7.512446977023953,4.463812640163616,7.43902239761135,9.001049859739835,7.474736683325635
112,Cu,1.31,0,1,0,10,0,7.7264,63.54600000000001,1.9,4,4,11,29,0.0,1.0,0.0,100.0,0.0,14.68805625,3911.0089485636013,1.44,9.0,9.0,100.0,784.0,0.0,0.6931471805599453,0.0,2.3978952727983707,0.0,1.5753639321003488,4.151639096426882,0.7884573603642703,1.3862943611198906,1.3862943611198906,2.3978952727983707,3.367295829986474,1.0,0.5,1.0,0.09090909090909091,1.0,0.20693222969477498,0.015738598251189916,0.45454545454545453,0.25,0.25,0.09090909090909091,0.034482758620689655,1.0,1.4142135623730951,1.0,3.3166247903554,1.0,2.198294793698061,7.971076464317727,1.4832396974191326,2.0,2.0,3.3166247903554,5.385164807134504,6.484201850878087,8.96744154829722,9.001924306917909,10.48516400433704,6.518684609498776,11.485164004337044,6.449719092257397,10.416198487095663,13.968403701756177,10.450681245716352
113,Cu,-3.2,50,1,0,10,0,7.7264,63.54600000000001,1.9,4,4,11,29,2500.0,1.0,0.0,100.0,0.0,14.68805625,3911.0089485636013,1.44,9.0,9.0,100.0,784.0,3.9318256327243257,0.6931471805599453,0.0,2.3978952727983707,0.0,1.5753639321003488,4.151639096426882,0.7884573603642703,1.3862943611198906,1.3862943611198906,2.3978952727983707,3.367295829986474,0.0196078431372549,0.5,1.0,0.09090909090909091,1.0,0.20693222969477498,0.015738598251189916,0.45454545454545453,0.25,0.25,0.09090909090909091,0.034482758620689655,7.14142842854285,1.4142135623730951,1.0,3.3166247903554,1.0,2.198294793698061,7.971076464317727,1.4832396974191326,2.0,2.0,3.3166247903554,5.385164807134504,4.523417537152597,6.026265077708985,6.060747836329674,7.5439875337488065,4.557900295773287,7.563595376886061,4.488934778531908,7.4750220165074275,9.06644291744245,7.509504775128117
114,Cu,-5.86,200,1,0,10,0,7.7264,63.54600000000001,1.9,4,4,11,29,40000.0,1.0,0.0,100.0,0.0,14.68805625,3911.0089485636013,1.44,9.0,9.0,100.0,784.0,5.303304908059076,0.6931471805599453,0.0,2.3978952727983707,0.0,1.5753639321003488,4.151639096426882,0.7884573603642703,1.3862943611198906,1.3862943611198906,2.3978952727983707,3.367295829986474,0.004975124378109453,0.5,1.0,0.09090909090909091,1.0,0.20693222969477498,0.015738598251189916,0.45454545454545453,0.25,0.25,0.09090909090909091,0.034482758620689655,14.177446878757825,1.4142135623730951,1.0,3.3166247903554,1.0,2.198294793698061,7.971076464317727,1.4832396974191326,2.0,2.0,3.3166247903554,5.385164807134504,4.494152099634307,5.982366921431549,6.016849680052238,7.500089377471371,4.528634858254996,7.50506450184948,4.459669341013617,7.431123860229992,8.993279323646723,7.465606618850681
115,Cu,-7.71,500,1,0,10,0,7.7264,63.54600000000001,1.9,4,4,11,29,250000.0,1.0,0.0,100.0,0.0,14.68805625,3911.0089485636013,1.44,9.0,9.0,100.0,784.0,6.2166061010848646,0.6931471805599453,0.0,2.3978952727983707,0.0,1.5753639321003488,4.151639096426882,0.7884573603642703,1.3862943611198906,1.3862943611198906,2.3978952727983707,3.367295829986474,0.001996007984031936,0.5,1.0,0.09090909090909091,1.0,0.20693222969477498,0.015738598251189916,0.45454545454545453,0.25,0.25,0.09090909090909091,0.034482758620689655,22.38302928559939,1.4142135623730951,1.0,3.3166247903554,1.0,2.198294793698061,7.971076464317727,1.4832396974191326,2.0,2.0,3.3166247903554,5.385164807134504,4.488193866846151,5.973429572249316,6.007912330870005,7.491152028289138,4.522676625466841,7.49314803627317,4.453711108225462,7.422186511047759,8.978383741676335,7.456669269668448
116,Zn,1.0,0,2,0,10,0,9.3942,65.40899999999999,1.65,4,4,12,30,0.0,4.0,0.0,100.0,0.0,30.253300089999993,4147.4965291235985,0.9025,9.0,9.0,121.0,841.0,0.0,1.0986122886681098,0.0,2.3978952727983707,0.0,1.871848329682689,4.180538466282876,0.6678293725756554,1.3862943611198906,1.3862943611198906,2.4849066497880004,3.4011973816621555,1.0,0.3333333333333333,1.0,0.09090909090909091,1.0,0.15383905358214237,0.015290272053694546,0.5128205128205129,0.25,0.25,0.08333333333333333,0.03333333333333333,1.0,1.7320508075688772,1.0,3.3166247903554,1.0,2.549568590958086,8.087092184462842,1.396424004376894,2.0,2.0,3.4641016151377544,5.477225575051661,6.222605346464015,8.61902935084091,8.652362684174243,10.048786688551136,6.255938679797349,11.048786688551136,6.189272013130682,9.98212002188447,13.445210692928029,10.015453355217804
117,Zn,-3.47,50,2,0,10,0,9.3942,65.40899999999999,1.65,4,4,12,30,2500.0,4.0,0.0,100.0,0.0,30.253300089999993,4147.4965291235985,0.9025,9.0,9.0,121.0,841.0,3.9318256327243257,1.0986122886681098,0.0,2.3978952727983707,0.0,1.871848329682689,4.180538466282876,0.6678293725756554,1.3862943611198906,1.3862943611198906,2.4849066497880004,3.4011973816621555,0.0196078431372549,0.3333333333333333,1.0,0.09090909090909091,1.0,0.15383905358214237,0.015290272053694546,0.5128205128205129,0.25,0.25,0.08333333333333333,0.03333333333333333,7.14142842854285,1.7320508075688772,1.0,3.3166247903554,1.0,2.549568590958086,8.087092184462842,1.396424004376894,2.0,2.0,3.4641016151377544,5.477225575051661,4.261821032738525,5.677852880252674,5.711186213586007,7.107610217962901,4.295154366071858,7.127218061100156,4.228487699405192,7.040943551296235,8.543249908614305,7.074276884629568
118,Zn,-5.26,200,2,0,10,0,9.3942,65.40899999999999,1.65,4,4,12,30,40000.0,4.0,0.0,100.0,0.0,30.253300089999993,4147.4965291235985,0.9025,9.0,9.0,121.0,841.0,5.303304908059076,1.0986122886681098,0.0,2.3978952727983707,0.0,1.871848329682689,4.180538466282876,0.6678293725756554,1.3862943611198906,1.3862943611198906,2.4849066497880004,3.4011973816621555,0.004975124378109453,0.3333333333333333,1.0,0.09090909090909091,1.0,0.15383905358214237,0.015290272053694546,0.5128205128205129,0.25,0.25,0.08333333333333333,0.03333333333333333,14.177446878757825,1.7320508075688772,1.0,3.3166247903554,1.0,2.549568590958086,8.087092184462842,1.396424004376894,2.0,2.0,3.4641016151377544,5.477225575051661,4.2325555952202345,5.633954723975238,5.667288057308571,7.063712061685465,4.265888928553568,7.068687186063575,4.199222261886901,6.997045395018799,8.470086314818579,7.030378728352132
