,minerals,,
2765,(Na0.5)4Ti2(Si4O12)(O0.5(OH)0.5)2(H2O)4,,
2766,Mg2Cl(OH)3(H2O)4,,
2767,NaKMg2Al2(SO4)6,,
2768,Ca(B2O4)(H2O),,
2769,NaCrSi2O6,,
2770,KZr2(PO4)3,,
2771,CuAuTe4,,
2772,K2ZrSi3O9(H2O),,
2773,Mg3(BO3)2,,
2774,Ca3Si(SO4)2(OH)6(H2O)12,,
2775,Zn3(AsO4)2(H2O)8,,
2776,Pd(Te0.5Bi0.5)1.6,,
2777,Cu5As2,,
2778,Mg2(PO4)(OH)(H2O)3,,
2779,Ca4Fe2Sn3(Si2O7)2Si4.0O12.0(OH)2,,
2780,La(CO3)(OH),,
2781,Nd(CO3)(OH),,
2782,Cu4O(AsO4)2,,
2783,Zn3(Mn0.5Mg0.5)25(Fe0.5Al0.5)(AsO3)2(Si0.5As0.5)10O40(OH)16,,
2784,KNa2CaMg(SO4)3F,,
2785,Ca3Al7.7Si3P4O23.5(OH)12.1F2(H2O)8,,
2786,Al8B2O4(OH)2(OH)16Cl4(H2O)7,,
2787,Ba(Al0.5Mg0.5)((PO4)0.5(CO3)0.5)(OH)2(H2O),,
2788,C13H10,,
2789,KFe(SO4)2(H2O),,
2790,BaSi2O5(H2O)3,,
2791,Mn(AsO3(OH))(H2O),,
2792,PdAg2S,,
2793,CsLi2FeSi4O10F2,,
2794,(NH4)2FeCl5(H2O),,
2795,Au3AgTe8,,
2796,PbMn2(VO4)2(OH)2,,
2797,Al5(PO4)3(SO4)(OH)4(H2O)4,,
2798,Al2(GeO4)F2,,
2799,Na4Mg8Cr4O4Si12O36,,
2800,Ca2ScSn(Si2O7)(Si2O6(OH)),,
2801,Pb3Al(OH)6(SO4)(OH),,
2802,Na2Cu(SO4)2(H2O)2,,
2803,CaAl2O4,,
2804,KPb0.5(UO2)8O4(OH)10(H2O)10,,
2805,Ca4Al4(SO4)F2(OH)16(H2O)2,,
2806,Cu6As6O18.0(OH)6(H2O)8,,
2807,PbCuBi3S6,,
2808,CuSe2,,
2809,NiAs2,,
2810,(Al0.5Cu0.5)6(Fe0.5Cu0.5),,
2811,(Fe0.5Mn0.5)3(PO4)2((OH)0.5(H2O)0.5)3,,
2812,ZnCu4(SO4)2(OH)6(H2O)6,,
2813,NaCeBa3(PO4)3F0.5Cl0.5,,
2814,(Cd0.5Pb0.5)Bi2S4,,
2815,Na3MgFeTi4O12,,
2816,PtPb,,
2817,Ba2Ce(CO3)3F,,
2818,Ba2La(CO3)3F,,
2819,Na6ZnTi4O4(SiO3)8(H2O)4,,
2820,Pb3Zn3TeO6(PO4)2,,
2821,BaFe2Al2(PO4)3(OH)3,,
2822,Fe3Mg(OH)6Cl2,,
2823,Y4Al(SiO4)2(OH)2F5,,
2824,Na0.3Mg8Al(Si0.5Al0.5)8O20(OH)10,,
2825,NiSe2,,
2826,Na(AlSi3O8),,
2827,MnFeAl(PO4)2(OH)2(H2O)8,,
2828,Ca5(SiO4)2F2,,
2829,CuFe2(PO4)2(OH)2(H2O)4,,
2830,Cu3.4Fe0.6Bi5S10,,
2831,K2NaMn7Ti2(Si4O12)2O2(OH)4F,,
2832,Cs2NaMn7Ti2(Si4O12)2O2(OH)4F,,
2833,Cu3SnS4,,
2834,PbMnTeO6,,
2835,Ca2(Fe5Ti)O2Si4Al2O18,,
2836,CaMgB2O5,,
2837,CaSrB5O9Cl(H2O),,
2838,Ag8Te3Se,,
2839,MgB3O3(OH)5(H2O)5,,
2840,(Zn0.33Ni0.33Cu0.33)8Al8V2Si5O35(H2O)27,,
2841,CuBi2O4,,
2842,CaAlAlSiO6,,
2843,Ag6Cu14As7,,
2844,CaMn(CO3)2,,
2845,Ir5Ni10S16,,
2846,Ca4Al2(OH)12(SO4)(H2O)6,,
2847,K2MnTi4(Si4O12)2(OH)4(H2O)5.5,,
2848,K2ZnTi4(Si4O12)2(OH)4(H2O)7,,
2849,HgBr,,
2850,Hg2Hg(AsO4)Cl,,
2851,Na4CaSi6O14(OH)2,,
2852,Al2O(SiO4),,
2853,Na7(Al5.5Si6.5O24)(C2O4)0.75(H2O)5,,
2854,BiSbO4,,
2855,ZnAl4(SO4)(OH)12(H2O)3,,
2856,Ti2VO5(OH),,
2857,(Ca0.5Mn0.5)2Zr2Nb2TiFeO14,,
2858,Na4K4Fe2Ti8O4(Si4O12)4(OH)4(H2O)11,,
2859,Na4K4Mg2Ti8O4(Si4O12)4(OH)4(H2O)11,,
2860,Na4K4Mn2Ti8O4(Si4O12)4(OH)4(H2O)11,,
2861,(Na0.33K0.33Sr0.33)35Ca12Fe3Zr6TiSi51O144(O0.33(OH)0.33(H2O)0.33)9Cl3,,
2862,NaAl(PO4)F,,
2863,AgHgAsS3,,
2864,Pd3Pb2S2,,
2865,AgInS2,,
2866,TlCl,,
2867,Ca0.14Mn0.93O2(H2O)1.75,,
2868,Zn4(SO4)(OH)6(H2O)3,,
2869,(Fe0.33Fe0.33)2(SiO4),,
2870,Bi4(Se0.5S0.5)3,,
2871,CaZrO3,,
2872,NaCaFe2H(UO2)2(PO4)4(OH)2(H2O)8,,
2873,(Na0.5Ca0.5)6(Ca0.5Na0.5)3Si16O38(F0.5(OH)0.5)2(H2O)3,,
2874,Cu3(AsO4)2,,
2875,Cu3(AsO4)2,,
2876,(SrNa)Ti2Na3Ti(Si2O7)2O2(OH)2,,
2877,Pb2O(SO4),,
2878,(Na0.5Pb0.5)(Mn0.5Y0.5)(Zn0.5Fe0.5)2(Ti0.33Fe0.33Nb0.33)18(O0.33(OH)0.33F0.33)O38,,
2879,Mn9Fe3(PO4)8(OH)3(H2O)9,,
2880,Mn4Mn9SbO16(SiO4)2,,
2881,Pb2Mn2Mg(AsO4)2(OH)4(H2O)6,,
2882,K2Mg2(SO4)3,,
2883,Pb2(OH)WO4(OH),,
2884,CoAs,,
2885,Cu4(SO4)(OH)6(H2O)2,,
2886,TlAl(SO4)2(H2O)12,,
2887,HCa4Mg2Al4(SO4)8F9(H2O)32,,
2888,Mg(CO3)(H2O)5,,
2889,Ce2(CO3)3(H2O)8,,
2890,La2(CO3)3(H2O)8,,
2891,Nd2(CO3)3(H2O)8,,
2892,Cu3OAs2O6.0(OH)2(H2O),,
2893,As2Se3,,
2894,CuNiSbS3,,
2895,Na4CeTiPSi7O22(H2O)5,,
2896,NaFe(REE7Ca5Y3)(SiO4)4(Si3B2PO18)(BO3)F11,,
2897,(NH4)B5O7(OH)2(H2O),,
2898,Na(H3O)(UO2)3(SeO3)2O2(H2O)4,,
2899,Ca2(SiO4),,
2900,(Cu0.5Ag0.5)21PbBiS13,,
2901,ZnPb(SiO4),,
2902,Na2Mg2V10O28(H2O)20,,
2903,(Ca0.5Sr0.5)(Mg0.5Fe0.5)2Al(PO4)3,,
2904,(Ca0.5K0.5)4(Si0.5Al0.5)5O11((SO4)0.5(CO3)0.5),,
2905,Ca2NbFeO6,,
2906,MnFe2(PO4)2(OH)2(H2O)8,,
2907,CaAl2Si4O12(H2O)4,,
2908,CuPb10(Sb0.5As0.5)13S20,,
2909,Cu6Cd2(SO4)2(OH)12(H2O)5,,
2910,Pb7F12Cl2,,
2911,Nb3O3(H2O)3(Si2O7)2Na3(H2O)6.0,,
2912,Mg2K(Be2Al)Si12O30,,
2913,PbCl(OH),,
2914,RuS2,,
2915,Fe2(SO4)3(H2O)5,,
2916,Ca(IO3)2,,
2917,PbCu4(SO4)2(OH)6(H2O)3,,
2918,CuAsS,,
2919,NaCaCu5(AsO4)4Cl(H2O)5,,
2920,Na2Ca2Mn2Zr2(Si2O7)2O2F2,,
2921,K2NaMn7Zr2(Si4O12)2O2(OH)4F,,
2922,K(LiCu)Cu6(Si4O11)2(OH)4,,
2923,Mn8Al10(MnMg)Si11(PO4)4(OH)12,,
2924,Hg3S2Cl2,,
2925,FeCl2,,
2926,Mn9Zn4(SO4)2(OH)22(H2O)8,,
2927,CaAl2(Si2O7)(OH)2(H2O),,
2928,Cu(C2H3O3)2,,
2929,CaFeAs3O7(H2O)3,,
2930,3Cd(SO4)(H2O)8,,
2931,MgAl2(PO4)2(OH)2,,
2932,Na7Ca(Al6Si6O24)(SO4)(S3)(H2O),,
2933,Pb,,
2934,HgPb2,,
2935,Pb4(SO4)(CO3)2(OH)2,,
2936,SiO2,,
2937,(NH4)Na(SO4)(H2O)2,,
2938,Na3Y(CO3)3(H2O)6,,
2939,K(H2O)2(UO2)4O2(OH)5(H2O)3,,
2940,Fe2Al2Be(PO4)2(OH)6,,
2941,Zn2(AsO4)(OH)(H2O),,
2942,Bi12.67O14(SO4)5,,
2943,Na18Cu12TiO8(AsO4)8FCl5,,
2944,Mn(UO2)2(PO4)2(H2O)8,,
2945,Na7Be2(Si15Al3)O39(F0.5(OH)0.5)2,,
2946,K2Ca2Cu(SO4)4(H2O)2,,
2947,Cu2MgTeO6(H2O)6,,
2948,ZnAs2O4,,
2949,NaCaCu5(AsO4)4Cl(H2O)3,,
2950,Na4K4Ba2.5Ti8(Si4O12)4((OH)0.5O0.5)8(H2O)8,,
2951,Na4K8Ti8(Si4O12)4((OH)0.5O0.5)8(H2O)8,,
2952,Na2CaZr2Si10O26(H2O)5.5,,
2953,AgFeS2,,
2954,Ag4Cu2Pb18As12S39,,
2955,PbCu3(VO4)2Cl2,,
2956,K6.5(Mg0.25Mn0.25Fe0.25Zn0.25)48(Si0.5Al0.5)72(O0.5(OH)0.5)216(H2O)16,,
2957,V2O4(H2O)2,,
2958,Cu10(AsO4)4(SO4)(OH)6(H2O)8,,
2959,MgAlF5(H2O)2,,
2960,K2Mg(SO4)2(H2O)4,,
2961,Na6Mg(UO2)2(CO3)6(H2O)6,,
2962,Mn3(Fe7Fe4)O3Sb5As8O34,,
2963,CaGd2(UO2)24(CO3)8Si4O28(H2O)60,,
2964,Nd4(UO2)24(SiO4)4(CO3)8(OH)28(H2O)48,,
2965,FeO(OH),,
2966,Ba2Zn(Ti0.5Nb0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)7,,
2967,U(PO4)(OH)(H2O),,
2968,(NH4)3H(SO4)2,,
2969,K(AlSi2O6),,
2970,NaCaBeSi2O6F,,
2971,Mn7(SiO4)3(OH)2,,
2972,KFe2(PO4)2(OH)(H2O)2,,
2973,Na4BaTi2B2Si10O30,,
2974,Pb2B5O9Cl(H2O)0.5,,
2975,KCa3Al2(SiO4)(Si2O7)(PO4),,
2976,Cu3CoCl2(OH)6,,
2977,YAl(SO4)2(C2O4)(H2O)12,,
2978,Pb8Sn7Cu3(Bi0.5Sb0.5)3S28,,
2979,(Ca0.33Na0.66K0.66)Al2Si4O12(H2O)6,,
2980,(Na0.66Ca0.33K0.66)Al2Si4O12(H2O)6,,
2981,Fe(UO2)(SO4)2(H2O)11,,
2982,UNb2O8,,
2983,Li2Be(SiO4),,
2984,Cu2(PO4)(OH),,
2985,Ca3Cu5Si9O26,,
2986,Ni2(SiO4),,
2987,KAlSi3O8,,
2988,Ca2(UO2)(CO3)3(H2O)11,,
2989,WO3,,
2990,Cu3(NO3)(OH)5(H2O)2,,
2991,Ba2Ti2Na2FeMg(Si2O7)2O2F2,,
2992,Pb2.0Ag0.5Bi2.5S6,,
2993,CaO,,
2994,BaCaBe4P4O16(H2O)6,,
2995,CuPb(SO4)(OH)2,,
2996,Cu5(AsO4)2(AsO3(OH))2(H2O)9,,
2997,Mn(C2O4)(H2O)2,,
2998,Cu3(MoO4)2(OH)2,,
2999,Pb2MnFe16O27,,
3000,(Ba0.5Sr0.5)(Zr0.5Ca0.5)(Fe0.5Mg0.5)2(Ti0.33Cr0.33Fe0.33)18O38,,
3001,Pb3Cu3Bi7S15,,
3002,K2Ca3(UO2)2(CO3)6.0(H2O)8,,
3003,AgTe3,,
3004,NaAlSi3O8,,
3005,CoCo2S4,,
3006,Na3LiTi2O2(SiO3)4(H2O)2,,
3007,FeSi2,,
3008,Na16Ca8Si18Al18O72(SO4)5Cl4,,
3009,FeFe2(PO4)2(OH)2,,
3010,KNa8Mn5Mg0.5Si12O30(OH)4(PO4)O2(OH)2(H2O)4,,
3011,NaCa2Mn2FeFeMn2(PO4)6(H2O)2,,
3012,Cu2Al(AsO4)(OH)4(H2O)4,,
3013,CaNiP2O7,,
3014,Na2CaAl4(SiO4)4,,
3015,ZnFe2(SO4)4(H2O)14,,
3016,CuPtBiS3,,
3017,KBSi2O6,,
3018,(Al0.5Fe0.5)32(AsO4)18(OH)42(H2O)22(H2O)52,,
3019,Pb6Al(OH)8Cl2(NO3)5(H2O)2,,
3020,PbO,,
3021,LiCaMn3Si5O14(OH),,
3022,LiMn(PO4),,
3023,(Al0.5Li0.5)(Mn0.5Mn0.5)O2(OH)2,,
3024,Li3(PO4),,
3025,LiTa3O8,,
3026,LiTa3O8,,
3027,K3Al2Si4O12(OH),,
3028,KNaCuSi4O10,,
3029,Ag2PbBi4Se8,,
3030,Na3ZrSi6O13(OH)5,,
3031,Zn4Cr2(OH)12(CO3)(H2O)3,,
3032,FeTiO3,,
3033,Pb20As24S56,,
3034,Zn6(PO4)4(H2O)7,,
3035,HgSb4S6(S)2,,
3036,Mg3Si2O5(OH)4,,
3037,Cu6AlSeO4(OH)12Cl(H2O)3,,
3038,K2Na(Fe4Mg2Na)Ti2(Si4O12)2O2(OH)4,,
3039,CaY4(CO3)7(H2O)9,,
3040,FeAs2,,
3041,Ba2Mn(AsO4)2(OH),,
3042,Na6Na2Ti2Na2Ti2(Si2O7)2(PO4)2O4,,
3043,CsBe4Al4(B11Be)O28,,
3044,(NH4)Fe(SO4)2(H2O)12,,
3045,C,,
3046,BaBe2P2O8(H2O),,
3047,(Na0.33Ce0.33Sr0.33)(Ce0.5Th0.5)(Ti0.5Nb0.5)2O6,,
3048,Pb5Sb3AsS11,,
3049,K2Cr2O7,,
3050,TlAsS2,,
3051,(Y0.33Ce0.33Ca0.33)ZrTaO6,,
3052,Na2Ti2O3(Si2O6),,
3053,Mn4Zn3(CO3)2(OH)10,,
3054,CaZn2(AsO4)2(H2O)2,,
3055,NaCa5Zr4Si16O40(OH)11(H2O)8,,
3056,Na2Mg3Si6O16(H2O)8,,
3057,(K0.5Ba0.5)2Ti4(Si0.5Al0.5)6O14(OH)12,,
3058,K2Na6Be4Si14O36(H2O)9,,
3059,(Ca0.33Ce0.33La0.33)(Zr0.5Fe0.5)(Mg0.5Fe0.5)2(Ti0.25Fe0.25Cr0.25Al0.25)18O38,,
3060,Na3CaZrSi6O15(OH)3,,
3061,Na12Mg7(SO4)13(H2O)15,,
3062,Ag3Hg,,
3063,KLiAl1.5(Si3.5Al0.5)O10(OH)2,,
3064,Pt5Se4,,
3065,Mn2AsSbS5,,
3066,(K0.5)(NH4)0.5As4O6(Cl0.5Br0.5),,
3067,CeTi2O5(OH),,
3068,CaFe3Al6(Si6O18)(BO3)3(OH)3O,,
3069,Cu2Pb2Si5O14(H2O)14,,
3070,Cu5(PO4)2(OH)4,,
3071,Fe3(PO4)2(H2O)4,,
3072,PbFe4As10O22,,
3073,Mg2FeO2(BO3),,
3074,NaNbO3,,
3075,CuAl(AsO4)(OH)2,,
3076,Na3Ce2(CO3)4F,,
3077,Pd14Ag2Te9,,
3078,CaCuFe(AsO4)2((OH)0.5(H2O)0.5)2,,
3079,Sr2Fe3Al4(PO4)4(OH)10,,
3080,NaCa3Mg2(AsV2V10As6O51)(H2O)45,,
3081,Mg3B2(OH)6(PO4)2(H2O)6,,
3082,Li0.7Al6.2(AlSi7O20)((OH)0.5O0.5)10,,
3083,(Mn0.5Ca0.5)(Mg0.33Fe0.33Mn0.33)Al(PO4)2(OH)(H2O)4,,
3084,Fe0.84Si2,,
3085,Fe2O3,,
3086,Y4Al(CO3)2((OH)0.5F0.5)11(H2O)6,,
3087,Na10(UO2)(SO4)4(SO4)2(H2O)3,,
3088,AgCuPbBi4Se8,,
3089,Cu3AsS4,,
3090,Cu3Fe4(VO4)6,,
3091,Fe24Si4O43(OH)2,,
3092,BaCa4Si16O36(OH)2(H2O)10,,
3093,PbTiO3,,
3094,Ca2Mn3(SiO4)(Si2O7)(OH)3,,
3095,Ca6(AsO4)(AsO3(OH))3(PO4)(H2O)15,,
3096,Al2Ti3O9,,
3097,FeTe2O5(OH),,
3098,(Fe0.5Ni0.5)1.04S,,
3099,Pb4(SO4)(CO3)2(OH)2,,
3100,Cu2Pb7(CrO4)4(SiO4)2(OH)2,,
3101,Na2Ca2Fe2Zr2(Si2O7)2O2F2,,
3102,Pb19(Sb0.5As0.5)16S43,,
3103,Na2Si14O29(H2O)11,,
3104,KBaFeMg7Si8O22(OH)2F6,,
3105,CuFe3O(AsO4)3,,
3106,(Na0.5)MgMn(Fe0.5Fe0.5)2(PO4)3,,
3107,(Fe0.67)Fe2O4,,
3108,MgAl2(AsO4)2(OH)2(H2O)8,,
3109,K3Fe2(SO4)4(OH)(H2O)2,,
3110,Ti2Ti2O7,,
3111,Mg2Fe4(SO4)4(C2O4)2(OH)4(H2O)17,,
3112,NaNa2(Mg4Fe)Si8O22(OH)2,,
3113,MgAl(SO4)2Cl(H2O)14,,
3114,(Mg6Al2)(Al18Fe2)O38(OH)2,,
3115,MgMn2(PO4)2(OH)2(H2O)4,,
3116,NaMnMg2As2O8.0AsO2(OH)2,,
3117,MgAl2Si2O6(OH)4,,
3118,MgAl2O(SiO4)(OH)2,,
3119,Mg3Zn2(AsO4)((OH)0.5O0.5)6,,
3120,MgCr2O4,,
3121,MgFe4(SO4)6(OH)2(H2O)20,,
3122,MgV2O4,,
3123,MgAl6BSi3O17(OH),,
3124,Ca2(Mg4Fe)(Si7Al)O22F2,,
3125,Ca2(Mg4Fe)(Si7Al)O22(OH)2,,
3126,MgFe2O4,,
3127,CaMg(AsO3(OH))2(H2O)2,,
3128,NaNa2(Mg4Fe)Si8O22F2,,
3129,NaCa2(Mg4Fe)(Si6Al2)O22F2,,
3130,(Mg2Al)Al6(Si6O18)(BO3)3(OH)3(OH),,
3131,NaCa2(Mg4Fe)(Si6Al2)O22(OH)2,,
3132,NaNaCa(MgFe)(AsO4)3,,
3133,(Mg0.5Fe0.5)3Al7(Ti0.5Fe0.5)O15(OH),,
3134,(Mg0.33Fe0.33Zn0.33)8.0(Al0.33Ti0.33Fe0.33)20O19(OH)2,,
3135,(Mg8.43Fe1.57)sum=10Al22Ti2O46(OH)2,,
3136,Mg5Al11TiO23(OH),,
3137,(Mg0.5Fe0.5)18.0(Al0.33Ti0.33Fe0.33)48.0O90.0(O6H6),,
3138,Ca2(Mg4Al)(Si7Al)O22(OH)2,,
3139,Mg2FeO2(BO3),,
3140,Mg(AsO3(OH))(H2O),,
3141,Mg(UO2)(SO4)2(H2O)11,,
3142,CaMg3Al6(Si6O18)(BO3)3(OH)3O,,
3143,KNa2Li(Mg0.5Fe0.5)2Ti2Si8O24,,
3144,(Mg0.33Al0.33Zn0.33)2(Al0.5Sn0.5)6O11(OH),,
3145,(Mg0.33Al0.33Zn0.33)3(Al0.33Sn0.33Fe0.33)8O15(OH),,
3146,Ca2MgV10O28(H2O)16,,
3147,Na2(Mg3Fe2)Si8O22(OH)2,,
3148,Y4(Mg0.5Fe0.5)(Si2O7)2F2,,
3149,Mg(Mg0.5Li0.5)3(Al0.5Mg0.5)18Si8O44(OH)4,,
3150,Mg3Al8BeO16,,
3151,Mg2BeAl6O12,,
3152,Ca19Mg(Al11Mg)Si18O69(OH)9,,
3153,K2Mg5Fe3Al(SO4)12(H2O)18,,
3154,Mg(UO2)2(SO4)O2(H2O)3.5,,
3155,Mg(CO3),,
3156,FeFe2O4,,
3157,PbFe12O19,,
3158,Mg4(UO2)4(Si2O5)5(OH)6(H2O)20,,
3159,Hg2(TeO3),,
3160,Mn10As6O18((OH)0.5Cl0.5)2,,
3161,(Na0.33Ca0.33K0.33)Cu3(AsO4)2Cl(H2O)5,,
3162,Cu10Fe3MoGe3S16,,
3163,PdNiAs,,
3164,Mg2Mo3O8,,
3165,Mg3(MgSi)(SiO4)3,,
3166,K2Na(ZnNa)Ca(SO4)4,,
3167,Ca4Fe8Fe2Ti2O4Si8Be2Al2O36,,
3168,Na2Si4O8(OH)2(H2O)4,,
3169,NiSe,,
3170,Ag12(Cu3Au)S8,,
3171,Cu1.12Ag0.81Pb0.27Bi5.35S9,,
3172,Cu2(CO3)(OH)2,,
3173,Cu(IrPt)S4,,
3174,CaSnO(SiO4),,
3175,Au2Bi,,
3176,BaB2Si2O8,,
3177,Au3Se4Te6,,
3178,FeZr(PO4)2(H2O)4,,
3179,NaB(SiO4),,
3180,Na2SiF6,,
3181,Mn(SO4)(H2O)7,,
3182,Pb3Sb(SO4)(AsO4)(OH)6(H2O)3,,
3183,PdCuBiS3,,
3184,BiMo2.8O8(OH),,
3185,Pb6Cu4AlSbO2(SO4)2Cl4(OH)16,,
3186,Ca11(Ce0.33(H2O)0.33Ca0.33)8Mg(Al0.5Fe0.5)4(Mg0.33Ti0.33Fe0.33)8Si8.0O28.0(SiO4)8(H4O4)2(OH)9,,
3187,KNaMnSi4O10,,
3188,Li2Al4(Si2AlB)O10(OH)8,,
3189,Fe2(SeO3)3(H2O)6,,
3190,(Na)Ca2Fe2(FeMg)Mn2(PO4)6(H2O)2,,
3191,Mn3As2O4(OH)4,,
3192,Ca2MnFeSi5O14(OH),,
3193,Mn(Ti0.5Nb0.5)5O12(H2O)9,,
3194,(NaCa2)Mn2(AsO4)3,,
3195,ZnMn3Fe(PO4)3(OH)2(H2O)7(H2O)2,,
3196,MnAl2(PO4)2(OH)2(H2O)8,,
3197,Mn7(SiO4)3(OH)2,,
3198,CaLa(MnAlMn)(Si2O7)(SiO4)O(OH),,
3199,MnCe(MnAlMn)Si2O7(SiO4)O(OH),,
3200,MnLa(MnAlMn)Si2O7(SiO4)O(OH),,
3201,KMgMnSi4O10(OH)2,,
3202,NaNa2(MgMn2TiLi)Si8O22O2,,
3203,CaFeFeMn(Si2O7)O(OH),,
3204,NaNa2(Mg3MnTi)Si8O22O2,,
3205,NaCa2(Mg4Mn)(Si6Al2)O22(OH)2,,
3206,MnO(OH),,
3207,CaMn2(AsO4)2(OH)2,,
3208,KNa5MnFe13Al(PO4)11(PO3(OH))(OH)2,,
3209,NaNaMn(MgFe)(AsO4)3,,
3210,Na2Mn(SO4)2(H2O)4,,
3211,MnCr2O4,,
3212,Na14Ca6Mn3Zr3Si26O72(OH)2((H2O)0.25Cl0.25O0.25(OH)0.25)6,,
3213,NaNa2(Mn4Fe)Si8O22(OH)2,,
3214,Mn3(AsO4)2(H2O)8,,
3215,(Mo0.5Nb0.5)S2(Mn0.5Al0.5)(OH)2.5,,
3216,Na12Sr3Ca6Mn3Zr3W(Si25O73)(O0.33(OH)0.33(H2O)0.33)3(Cl0.5(OH)0.5)2,,
3217,Na6MnTi4Si8O28(H2O)4,,
3218,K2Mn2(SO4)3,,
3219,NaNa2(Mn2Mn3)Si8O22O2,,
3220,Na6MnAl4Si8O26,,
3221,KNa2LiMn2Ti2Si8O24,,
3222,Na3SrCeMnSi6O17,,
3223,AgMnAsS3,,
3224,Mn2Fe(PO4)2(OH)(H2O)4,,
3225,MnO,,
3226,Mn7SbAsO12,,
3227,Na6Mn2(CO3)4(SO4),,
3228,Ca19MnAl10Mg2(SiO4)10(Si2O7)4O(OH)9,,
3229,Al2(SO4)(OH)4(H2O)3,,
3230,Na16Mn25Al8(PO4)30,,
3231,Na(Mn7Mn)O16,,
3232,Ba(Ti6V2)O16,,
3233,Al(AsO4)(H2O)2,,
3234,KMg2Al2Ti(PO4)4(OH)3(H2O)15,,
3235,MgFe2O4,,
3236,(Ce0.5Ca0.5)4(Fe0.25Ti0.25Fe0.25)(Ti0.25Fe0.25Fe0.25Nb0.25)4Si4O22,,
3237,Zn2Fe3(AsO4)3(OH)4(H2O)10,,
3238,(Sr0.5Pb0.5)(U0.5Y0.5)Fe2(Ti0.5Fe0.5)18O38,,
3239,Pd25Ge9,,
3240,FeS2,,
3241,C5H7N5O3,,
3242,Pb12(Sb3As2Bi)S21,,
3243,Mg3(UO2)8(SO4)4O6(OH)2(H2O)28,,
3244,Cs2(UO2)2(VO4)2(H2O),,
3245,CaAl2Si2Al2O10(OH)2,,
3246,Ca2PbSi3O9,,
3247,Ca4Al2(OH)12(H2O)4Fe2S4,,
3248,Na4Al3Si9O24Cl,,
3249,NaFe(PO4),,
3250,Ca2Pb7(Si36Al12)O99(H2O)0.5(OH)0.5,,
3251,BeCr2O4,,
3252,Cu2FeO2(BO3),,
3253,Na42Ca6Al36Si36O144(SO4)8Cl2(H2O)6,,
3254,Cu3(MoO4)(OH)4,,
3255,Pb2(UO2)TeO6,,
3256,Ca9(UO2)4(CO3)13(H2O)28,,
3257,TlBi(SO4)2,,
3258,Cu5(CO3)2(OH)6(H2O)6,,
3259,CaMn2O4,,
3260,AgPbAsS3,,
3261,Hg3Pb16Sb18S46,,
3262,CuI,,
3263,NaCaMn3Si5O14(OH),,
3264,Cu(UO2)3(SeO3)2O2(H2O)8,,
3265,Ba2(Al4Si12O32)(H2O)10,,
3266,(Na0.33Ca0.33)12Ca4(Si0.33S0.33B0.33)14B2O38((OH)0.5Cl0.5)2F2(H2O)4,,
3267,Zn3V2O7(OH)2(H2O)2,,
3268,Pb32As40S92,,
3269,K(MgAl2)(Al5Mg)(BO3)3(Si6O18)(OH)3O,,
3270,(NH4)2(SO4),,
3271,PtBiTe,,
3272,PbO,,
3273,KLiAlMn(Si3Al)O10(F0.5(OH)0.5)2,,
3274,Pb(UO2)3O3(OH)2(H2O)3,,
3275,K5(UO2)4(SO4)4(VO5)(H2O)4,,
3276,Pb7FeAl3GeSi12O36((OH)0.5(H2O)0.5)6,,
3277,(K0.33Ba0.33Sr0.33)(Zr0.5Fe0.5)(Mg0.5Fe0.5)2(Ti0.33Cr0.33Fe0.33)18O38,,
3278,AgBiS2,,
3279,NaMgAl5(PO4)4(OH)6(H2O)2,,
3280,PbClF,,
3281,Sr4Ti5O8(Si2O7)2,,
3282,CoTe2,,
3283,NaH(SO4)(H2O),,
3284,Pb5(SiO4)1.5(SO4)1.5Cl,,
3285,PbTeO3,,
3286,FeAl7(PO4)4(PO3(OH))2(OH)8(H2O)8(H2O)8,,
3287,Ca9(Ca0.5)Fe(PO4)7,,
3288,Ni11As8,,
3289,(NH4)(As2O3)2I,,
3290,Mn5Si3,,
3291,PbFe2(AsO4)2(OH)2,,
3292,Cu6Fe2SnS8,,
3293,NaFe(AsO4)F,,
3294,IrBiTe,,
3295,Ag3HgPbSbTe5,,
3296,Mg5(Si26Al10)O72(H2O)30,,
3297,Na8(Si28Al8)O72(H2O)30,,
3298,(Ni0.5Cu0.5)Al4(NO3)(SO4)(OH)12(H2O)3,,
3299,Mg2B12.0O14.0(OH)12.0(H2O)9,,
3300,Cu3TeO6,,
3301,Fe3Al2(PO4)3(PO3(OH))F(H2O)18,,
3302,Cu3(VO4)2,,
3303,CuCrO2,,
3304,NaCs(Be0.5Li0.5)Zr2(PO4)4(H2O)1.5,,
3305,Mn8Si6O15(OH)8Cl2,,
3306,Zn3(Mn0.25Mg0.25Fe0.25Al0.25)42(AsO3)2(AsO4)4(Si0.5As0.5)8O32.0(OH)42,,
3307,CuMg(CO3)(OH)2,,
3308,NaBa3CaY(CO3)6(H2O)3,,
3309,Ag5Cu3S4,,
3310,NaCa5(AsO4)(AsO3(OH))4(H2O)4,,
3311,Mn6VSi5O18(OH),,
3312,Bi2FeCu(AsO4)2O(OH)3,,
3313,KMnV2O6Cl(H2O)2,,
3314,(Ag0.5Cu0.5)5.5Pb42.4(Sb0.5As0.5)45.1S112O0.8,,
3315,KNa8Si9O18(OH)9(H2O)19,,
3316,KAl(SiO4),,
3317,CaSnO3,,
3318,Na2Sr3MgSi6O17,,
